onset	duration	trial_index	trial-tag	center_x	center_y	start-x	start-y
0.0	86.444	0					
40.112		1					
42.924		2					
42.924		3					
139.796	96.869	4					
149.019	9.218	5					
150.045	0.428	6		960.0	536.0		
151.561	0.961	7		960.0	536.0		
153.057	0.929	8		960.0	536.0		
154.545	0.932	9		960.0	536.0		
156.042	0.928	10		960.0	536.0		
157.674	1.061	11		960.0	536.0		
160.256	2.027	12		960.0	536.0		
161.884	1.054	13		960.0	536.0		
164.874	2.411	14		960.0	536.0		
166.711	1.28	15		960.0	536.0		
168.812	1.547	16		960.0	536.0		
171.167	1.8	17		960.0	536.0		
173.511	1.777	18		960.0	536.0		
175.945	1.878	19		960.0	536.0		
178.098	1.598	20		960.0	536.0		
180.181	1.524	21		960.0	536.0		
182.153	1.418	22		960.0	536.0		
184.031	1.309	23		960.0	536.0		
197.518	13.426	24					
199.535		25	fixation-stimulus	960.0	536.0	0.0	0.0
200.465		26	validation-stimulus	960.0	536.0	357.0	0.0
201.382		27	validation-stimulus	960.0	536.0	-357.0	-357.0
202.33		28	validation-stimulus	960.0	536.0	-357.0	0.0
203.288		29	validation-stimulus	960.0	536.0	357.0	-357.0
204.217		30	validation-stimulus	960.0	536.0	0.0	-357.0
205.139		31	validation-stimulus	960.0	536.0	0.0	0.0
206.085		32	validation-stimulus	960.0	536.0	-357.0	357.0
207.025		33	validation-stimulus	960.0	536.0	0.0	357.0
207.968		34	validation-stimulus	960.0	536.0	357.0	357.0
209.997		35	fixation-stimulus	960.0	536.0	0.0	0.0
210.928		36	validation-stimulus	960.0	536.0	-357.0	0.0
211.865		37	validation-stimulus	960.0	536.0	0.0	0.0
212.805		38	validation-stimulus	960.0	536.0	357.0	-357.0
213.733		39	validation-stimulus	960.0	536.0	-357.0	-357.0
214.682		40	validation-stimulus	960.0	536.0	0.0	357.0
215.605		41	validation-stimulus	960.0	536.0	357.0	357.0
216.538		42	validation-stimulus	960.0	536.0	-357.0	357.0
217.482		43	validation-stimulus	960.0	536.0	357.0	0.0
218.427		44	validation-stimulus	960.0	536.0	0.0	-357.0
220.473		45	fixation-stimulus	960.0	536.0	0.0	0.0
221.412		46	validation-stimulus	960.0	536.0	0.0	0.0
222.344		47	validation-stimulus	960.0	536.0	0.0	-357.0
223.293		48	validation-stimulus	960.0	536.0	-357.0	0.0
224.229		49	validation-stimulus	960.0	536.0	357.0	0.0
225.168		50	validation-stimulus	960.0	536.0	357.0	357.0
226.1		51	validation-stimulus	960.0	536.0	-357.0	357.0
227.035		52	validation-stimulus	960.0	536.0	-357.0	-357.0
227.978		53	validation-stimulus	960.0	536.0	357.0	-357.0
228.891		54	validation-stimulus	960.0	536.0	0.0	357.0
230.942		55	fixation-stimulus	960.0	536.0	0.0	0.0
231.872		56	validation-stimulus	960.0	536.0	357.0	357.0
232.797		57	validation-stimulus	960.0	536.0	-357.0	0.0
233.742		58	validation-stimulus	960.0	536.0	357.0	0.0
234.679		59	validation-stimulus	960.0	536.0	0.0	0.0
235.594		60	validation-stimulus	960.0	536.0	-357.0	-357.0
236.512		61	validation-stimulus	960.0	536.0	0.0	357.0
237.456		62	validation-stimulus	960.0	536.0	357.0	-357.0
238.373		63	validation-stimulus	960.0	536.0	0.0	-357.0
239.318		64	validation-stimulus	960.0	536.0	-357.0	357.0
241.369		65	fixation-stimulus	960.0	536.0	0.0	0.0
242.302		66	validation-stimulus	960.0	536.0	0.0	-357.0
243.237		67	validation-stimulus	960.0	536.0	-357.0	-357.0
244.175		68	validation-stimulus	960.0	536.0	-357.0	0.0
245.108		69	validation-stimulus	960.0	536.0	357.0	0.0
246.052		70	validation-stimulus	960.0	536.0	0.0	0.0
246.997		71	validation-stimulus	960.0	536.0	-357.0	357.0
247.936		72	validation-stimulus	960.0	536.0	0.0	357.0
248.87		73	validation-stimulus	960.0	536.0	357.0	357.0
249.808		74	validation-stimulus	960.0	536.0	357.0	-357.0
251.839		75	fixation-stimulus	960.0	536.0	0.0	0.0
252.788		76	validation-stimulus	960.0	536.0	0.0	-357.0
253.719		77	validation-stimulus	960.0	536.0	357.0	0.0
254.652		78	validation-stimulus	960.0	536.0	357.0	357.0
255.589		79	validation-stimulus	960.0	536.0	-357.0	0.0
256.532		80	validation-stimulus	960.0	536.0	0.0	357.0
257.446		81	validation-stimulus	960.0	536.0	357.0	-357.0
258.395		82	validation-stimulus	960.0	536.0	-357.0	357.0
259.335		83	validation-stimulus	960.0	536.0	-357.0	-357.0
260.273		84	validation-stimulus	960.0	536.0	0.0	0.0
262.289		85	fixation-stimulus	960.0	536.0	0.0	0.0
263.227		86	validation-stimulus	960.0	536.0	-357.0	357.0
264.18		87	validation-stimulus	960.0	536.0	357.0	-357.0
265.108		88	validation-stimulus	960.0	536.0	357.0	0.0
266.055		89	validation-stimulus	960.0	536.0	-357.0	0.0
266.983		90	validation-stimulus	960.0	536.0	0.0	0.0
267.899		91	validation-stimulus	960.0	536.0	0.0	-357.0
268.824		92	validation-stimulus	960.0	536.0	357.0	357.0
269.766		93	validation-stimulus	960.0	536.0	0.0	357.0
270.707		94	validation-stimulus	960.0	536.0	-357.0	-357.0
272.748		95	fixation-stimulus	960.0	536.0	0.0	0.0
273.667		96	validation-stimulus	960.0	536.0	-357.0	0.0
274.618		97	validation-stimulus	960.0	536.0	0.0	357.0
275.571		98	validation-stimulus	960.0	536.0	357.0	0.0
276.485		99	validation-stimulus	960.0	536.0	0.0	0.0
277.413		100	validation-stimulus	960.0	536.0	357.0	357.0
278.352		101	validation-stimulus	960.0	536.0	357.0	-357.0
279.273		102	validation-stimulus	960.0	536.0	0.0	-357.0
280.209		103	validation-stimulus	960.0	536.0	-357.0	-357.0
281.143		104	validation-stimulus	960.0	536.0	-357.0	357.0
285.834	4.683	105					
287.13	0.69	106		960.0	536.0		
288.728	1.029	107		960.0	536.0		
290.413	1.127	108		960.0	536.0		
291.86	0.89	109		960.0	536.0		
293.375	0.955	110		960.0	536.0		
294.864	0.928	111		960.0	536.0		
296.348	0.922	112		960.0	536.0		
298.034	1.126	113		960.0	536.0		
299.527	0.911	114		960.0	536.0		
300.72	0.633	115		960.0	536.0		
302.071	0.796	116		960.0	536.0		
303.602	0.962	117		960.0	536.0		
305.051	0.889	118		960.0	536.0		
306.702	1.091	119		960.0	536.0		
308.255	0.981	120		960.0	536.0		
309.679	0.867	121		960.0	536.0		
311.554	1.313	122		960.0	536.0		
312.956	0.831	123		960.0	536.0		
317.927	4.916	124					
319.974		125	fixation-stimulus	960.0	536.0	0.0	0.0
