onset	duration	trial_index	typeOfSaccade	cueShownAtLeft	intraEnd	isTutorial	isSaccadeExperiment
0.0	83.256	0					
17.663	17.659	1					
21.326	3.66	2					
116.712	95.382	3					
120.272	3.556	4					
120.502		5					
120.505		6					
167.989		7					
173.674		8					
187.457	13.781	9					
204.028	16.567	10					
212.038	8.005	11					
221.115	9.074	12					
238.416	17.298	13					
248.829	10.41	14					
250.831		15					
256.641	5.808	16					
258.006	0.763	17					
259.025	0.465	18					
260.123	0.531	19					
261.462	0.784	20					
262.629	0.601	21					
263.749	0.564	22					
264.765	0.463	23					
265.797	0.467	24					
266.839	0.486	25					
267.861	0.465	26					
268.86	0.429	27					
273.157	4.242	28					
274.233	0.3	29					
275.413	0.399	30					
276.631	0.45	31					
277.756	0.347	32					
278.878	0.356	33					
279.992	0.333	34					
282.999		35					
285.922		36	prosaccade	True	2089.0	True	True
288.929		37	prosaccade	True	2158.0	True	True
292.037		38	prosaccade	True	2269.0	True	True
295.459		39	prosaccade	False	2601.0	True	True
298.625		40	prosaccade	False	2328.0	True	True
301.816		41	prosaccade	True	2369.0	True	True
304.962		42	prosaccade	True	2322.0	True	True
307.936		43	prosaccade	True	2136.0	True	True
310.782		44	prosaccade	True	2030.0	True	True
314.033		45	prosaccade	True	2415.0	True	True
317.04		46					
319.936		47	antisaccade	False	2074.0	True	True
323.263		48	antisaccade	False	2493.0	True	True
326.331		49	antisaccade	True	2224.0	True	True
329.457		50	antisaccade	True	2301.0	True	True
332.781		51	antisaccade	False	2492.0	True	True
335.809		52	antisaccade	True	2208.0	True	True
338.824		53	antisaccade	False	2195.0	True	True
342.225		54	antisaccade	False	2575.0	True	True
345.586		55	antisaccade	True	2531.0	True	True
348.636		56	antisaccade	False	2206.0	True	True
352.713	4.071	57					
355.803	3.087	58					
358.81		59					
361.944		60	prosaccade	True	2298.0	False	True
365.27		61	prosaccade	False	2471.0	False	True
368.678		62	prosaccade	True	2558.0	False	True
372.122		63	prosaccade	False	2597.0	False	True
375.046		64	prosaccade	True	2091.0	False	True
378.361		65	prosaccade	True	2465.0	False	True
381.406		66	prosaccade	True	2200.0	False	True
384.619		67	prosaccade	True	2398.0	False	True
387.805		68	prosaccade	False	2343.0	False	True
391.109		69	prosaccade	False	2488.0	False	True
394.554		70	prosaccade	False	2613.0	False	True
397.991		71	prosaccade	True	2609.0	False	True
400.942		72	prosaccade	False	2100.0	False	True
403.86		73	prosaccade	True	2097.0	False	True
406.764		74	prosaccade	False	2072.0	False	True
410.129		75	prosaccade	False	2522.0	False	True
413.523		76	prosaccade	True	2540.0	False	True
416.793		77	prosaccade	True	2441.0	False	True
419.948		78	prosaccade	True	2323.0	False	True
422.934		79	prosaccade	True	2136.0	False	True
425.955		80					
429.05		81	antisaccade	False	2263.0	False	True
431.964		82	antisaccade	True	2062.0	False	True
435.102		83	antisaccade	False	2277.0	False	True
438.385		84	antisaccade	True	2455.0	False	True
441.302		85	antisaccade	True	2073.0	False	True
444.193		86	antisaccade	True	2061.0	False	True
447.319		87	antisaccade	False	2286.0	False	True
450.463		88	antisaccade	True	2288.0	False	True
453.456		89	antisaccade	True	2174.0	False	True
456.72		90	antisaccade	False	2433.0	False	True
459.69		91	antisaccade	False	2140.0	False	True
463.096		92	antisaccade	True	2583.0	False	True
466.339		93	antisaccade	True	2390.0	False	True
469.558		94	antisaccade	True	2385.0	False	True
472.674		95	antisaccade	False	2268.0	False	True
476.051		96	antisaccade	True	2517.0	False	True
479.148		97	antisaccade	False	2253.0	False	True
482.202		98	antisaccade	True	2233.0	False	True
485.317		99	antisaccade	True	2294.0	False	True
488.481		100	antisaccade	False	2337.0	False	True
491.528		101					
494.681		102	prosaccade	False	2294.0	False	True
498.078		103	prosaccade	False	2559.0	False	True
501.255		104	prosaccade	False	2341.0	False	True
504.456		105	prosaccade	False	2367.0	False	True
507.453		106	prosaccade	True	2170.0	False	True
510.908		107	prosaccade	False	2623.0	False	True
