onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.000	0.633	FIXA	0.0	-1.4	0.1	-1.7	10.043	69.813	23.810	25.206
0.633	0.233	SACC	0.2	-1.7	1.0	-1.7	25.713	278.541	91.446	128.251
0.867	0.233	FIXA	1.0	-1.7	0.9	-1.8	7.213	96.564	38.661	40.233
