onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.000	0.600	FIXA	0.0	0.0	-0.0	0.0	1.018	20.267	3.699	6.241
0.600	0.267	SACC	-0.0	0.0	1.0	0.0	34.351	291.335	122.518	128.933
0.867	0.133	FIXA	1.0	0.0	1.0	0.0	1.503	64.006	12.614	22.308
1.000	0.100	SACC	0.9	0.0	0.9	0.0	0.922	81.901	27.648	36.517
1.100	0.033	FIXA	-0.0	0.0	-0.0	0.0	0.000	898.510	898.510	898.510
