onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.000	0.500	FIXA	0.1	0.0	0.0	0.0	1.720	23.291	6.955	9.120
0.500	0.233	SACC	0.0	0.0	1.1	0.0	30.290	336.965	58.676	132.990
0.733	0.233	FIXA	1.1	0.0	1.0	0.0	3.357	55.949	0.000	14.389
0.967	0.100	SACC	0.8	0.0	0.2	0.0	15.686	245.353	225.235	221.235
1.067	0.033	FIXA	0.0	0.0	0.0	0.0	0.000	143.294	143.294	143.294
