onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.000	0.533	FIXA	-0.0	0.0	0.0	0.0	0.828	25.948	6.854	8.370
0.533	0.267	ISAC	0.0	0.0	1.1	0.0	31.974	228.838	139.605	120.810
0.800	0.167	FIXA	1.1	0.0	0.5	0.0	17.974	214.541	64.563	107.842
0.967	0.100	SACC	0.0	0.0	-0.4	0.0	12.394	409.093	278.053	260.301
1.067	0.033	FIXA	-0.4	0.0	-0.4	0.0	0.000	0.000	0.000	0.000
1.100	0.000	SACC	0.0	0.0	-0.4	0.0	nan	nan	nan	nan
1.100	0.033	FIXA	0.0	0.0	0.0	0.0	0.000	365.900	365.900	365.900
