onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.000	0.500	FIXA	-0.0	-0.3	-0.1	-0.4	1.907	61.085	18.394	23.392
0.500	0.300	SACC	-0.1	-0.4	1.0	-0.3	33.776	332.985	58.050	120.449
0.800	0.300	FIXA	1.0	-0.3	0.8	-0.3	5.916	47.319	21.596	19.929
