onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.000	0.700	FIXA	0.3	-0.2	0.1	-0.2	6.814	122.479	18.645	27.474
0.700	0.200	SACC	0.1	-0.2	1.0	-0.3	27.963	325.717	131.418	149.267
0.900	0.233	FIXA	1.0	-0.3	0.9	-0.3	2.507	43.301	19.563	19.546
