onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.000	0.533	FIXA	-0.0	-1.5	-0.0	-1.6	4.129	60.139	19.361	22.029
0.533	0.367	SACC	0.0	-1.6	1.1	-1.7	32.103	649.052	202.492	230.125
0.900	0.200	FIXA	1.1	-1.7	0.7	-1.6	10.100	129.056	36.966	51.066
