onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.000	0.567	FIXA	0.0	-1.6	-0.0	-1.6	1.420	164.644	48.103	53.223
0.567	0.167	SACC	0.2	-1.6	1.0	-1.3	26.998	297.632	191.806	196.978
0.733	0.367	FIXA	1.0	-1.3	1.0	-1.4	4.476	79.293	46.672	46.829
