onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.000	0.467	FIXA	0.1	-0.3	-0.0	-0.3	2.435	60.474	11.348	17.281
0.467	0.233	SACC	-0.0	-0.4	1.1	-0.2	33.548	382.276	94.861	146.257
0.700	0.400	FIXA	1.1	-0.2	0.9	-0.2	4.978	47.240	18.699	21.225
