onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.000	0.700	SACC	0.0	0.0	1.1	0.0	33.071	262.263	4.853	63.854
0.700	0.033	FIXA	1.1	0.0	1.1	0.0	0.000	0.000	0.000	0.000
0.733	0.067	SACC	1.0	0.0	1.0	0.0	1.197	74.363	55.137	55.137
0.800	0.100	FIXA	1.0	0.0	1.0	0.0	0.122	3.675	0.000	1.225
0.900	0.067	SACC	1.1	0.0	1.2	0.0	2.039	109.767	85.472	85.472
0.967	0.033	FIXA	1.2	0.0	1.2	0.0	0.000	16.927	16.927	16.927
