onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.000	0.633	FIXA	0.0	-1.2	0.0	-1.3	1.983	57.269	12.352	16.971
0.633	0.233	SACC	0.1	-1.3	1.0	-1.5	29.679	378.286	20.791	131.716
0.867	0.267	FIXA	1.0	-1.5	0.7	-1.4	9.825	67.191	39.713	37.199
