onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.000	0.567	FIXA	-0.0	0.0	0.1	0.0	3.801	34.305	8.888	11.751
0.567	0.133	SACC	0.1	0.0	1.0	0.0	35.202	429.552	313.261	289.436
0.700	0.300	FIXA	1.0	0.0	0.9	0.0	6.270	50.454	33.618	24.938
