onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.000	0.333	SACC	0.1	0.0	-0.1	0.0	5.031	84.428	3.280	21.736
0.333	0.267	FIXA	-0.1	0.0	-0.1	0.0	0.383	60.247	3.632	16.498
0.600	0.267	SACC	-0.2	0.0	1.5	0.0	53.385	924.219	342.071	382.497
0.867	0.033	FIXA	1.5	0.0	1.5	0.0	0.000	0.000	0.000	0.000
0.900	0.067	SACC	1.4	0.0	1.2	0.0	4.078	122.342	101.921	101.921
0.967	0.033	FIXA	1.1	0.0	1.1	0.0	0.000	159.477	159.477	159.477
