onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.000	0.700	FIXA	0.4	-0.1	-0.1	-0.2	15.078	167.345	20.533	37.567
0.700	0.267	SACC	-0.1	-0.2	1.2	-0.4	41.476	404.876	122.010	158.283
0.967	0.100	FIXA	1.2	-0.4	1.2	-0.4	0.759	12.084	11.894	7.993
