onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.000	0.700	FIXA	0.0	-0.3	-0.1	-0.2	5.972	71.109	23.669	28.943
0.700	0.200	SACC	-0.1	-0.2	1.1	-0.2	36.311	312.284	205.140	186.050
0.900	0.200	FIXA	1.1	-0.2	1.0	-0.2	2.084	26.587	13.797	14.497
