onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.000	0.567	FIXA	0.1	-0.7	0.1	-0.6	2.367	260.513	66.215	75.112
0.567	0.133	SACC	0.2	-0.6	1.2	-0.6	29.885	547.319	174.801	253.020
0.700	0.400	FIXA	1.2	-0.6	1.1	-0.5	4.810	99.043	36.766	40.311
