onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.000	0.533	FIXA	-0.1	-0.3	0.0	-0.3	5.216	64.025	7.639	15.345
0.533	0.233	SACC	0.1	-0.3	1.0	-0.3	28.955	250.447	148.026	125.745
0.767	0.300	FIXA	1.0	-0.3	1.0	-0.3	0.681	23.378	13.414	12.292
