onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.000	0.567	FIXA	0.0	-0.3	-0.0	-0.4	2.220	63.664	29.341	26.101
0.567	0.233	SACC	-0.1	-0.4	1.1	-0.2	35.051	388.550	91.941	158.875
0.800	0.300	FIXA	1.1	-0.2	0.9	-0.3	3.875	47.053	3.382	14.232
