onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.000	0.533	FIXA	0.0	0.0	0.1	0.0	4.837	76.446	8.335	19.245
0.533	0.233	SACC	0.1	0.0	1.0	0.0	33.730	425.438	78.674	145.568
0.767	0.233	FIXA	1.0	0.0	0.9	0.0	4.766	51.686	7.641	20.424
