onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.000	0.600	FIXA	0.0	0.0	0.0	0.0	1.080	22.185	5.448	7.226
0.600	0.133	SACC	0.1	0.0	0.9	0.0	29.259	494.935	191.422	232.970
0.733	0.167	FIXA	0.9	0.0	1.0	0.0	2.058	47.115	16.710	22.101
0.900	0.167	SACC	0.8	0.0	-0.4	0.0	43.748	478.244	261.043	305.272
1.067	0.033	FIXA	-0.5	0.0	-0.5	0.0	0.000	54.806	54.806	54.806
