onset	duration	trial_index	trial-tag	center_x	center_y	start-x	start-y
0.0	16.232	0					
3.765		1					
6.357		2					
6.358		3					
51.089	44.728	4					
52.398	1.306	5					
53.77	0.792	6		960.0	536.0		
55.238	0.894	7		960.0	536.0		
56.665	0.856	8		960.0	536.0		
58.253	1.026	9		960.0	536.0		
59.878	1.05	10		960.0	536.0		
61.391	0.961	11		960.0	536.0		
62.874	0.927	12		960.0	536.0		
64.367	0.921	13		960.0	536.0		
66.428	1.475	14		960.0	536.0		
68.008	1.026	15		960.0	536.0		
69.662	1.079	16		960.0	536.0		
71.398	1.181	17		960.0	536.0		
73.161	1.198	18		960.0	536.0		
74.927	1.209	19		960.0	536.0		
76.846	1.362	20		960.0	536.0		
78.715	1.298	21		960.0	536.0		
80.514	1.229	22		960.0	536.0		
82.333	1.264	23		960.0	536.0		
83.623	1.23	24					
85.66		25	fixation-stimulus	960.0	536.0	0.0	0.0
86.603		26	validation-stimulus	960.0	536.0	-381.0	0.0
87.546		27	validation-stimulus	960.0	536.0	-381.0	-381.0
88.488		28	validation-stimulus	960.0	536.0	381.0	0.0
89.425		29	validation-stimulus	960.0	536.0	-381.0	381.0
90.36		30	validation-stimulus	960.0	536.0	0.0	0.0
91.299		31	validation-stimulus	960.0	536.0	0.0	381.0
92.227		32	validation-stimulus	960.0	536.0	0.0	-381.0
93.17		33	validation-stimulus	960.0	536.0	381.0	381.0
94.109		34	validation-stimulus	960.0	536.0	381.0	-381.0
96.139		35	fixation-stimulus	960.0	536.0	0.0	0.0
97.092		36	validation-stimulus	960.0	536.0	381.0	381.0
98.015		37	validation-stimulus	960.0	536.0	-381.0	0.0
98.932		38	validation-stimulus	960.0	536.0	0.0	0.0
99.847		39	validation-stimulus	960.0	536.0	-381.0	-381.0
100.792		40	validation-stimulus	960.0	536.0	381.0	-381.0
101.734		41	validation-stimulus	960.0	536.0	-381.0	381.0
102.679		42	validation-stimulus	960.0	536.0	381.0	0.0
103.614		43	validation-stimulus	960.0	536.0	0.0	381.0
104.566		44	validation-stimulus	960.0	536.0	0.0	-381.0
106.598		45	fixation-stimulus	960.0	536.0	0.0	0.0
107.523		46	validation-stimulus	960.0	536.0	381.0	-381.0
108.459		47	validation-stimulus	960.0	536.0	-381.0	0.0
109.375		48	validation-stimulus	960.0	536.0	0.0	381.0
110.32		49	validation-stimulus	960.0	536.0	0.0	0.0
111.238		50	validation-stimulus	960.0	536.0	381.0	0.0
112.163		51	validation-stimulus	960.0	536.0	0.0	-381.0
113.096		52	validation-stimulus	960.0	536.0	-381.0	381.0
114.039		53	validation-stimulus	960.0	536.0	-381.0	-381.0
114.954		54	validation-stimulus	960.0	536.0	381.0	381.0
117.002		55	fixation-stimulus	960.0	536.0	0.0	0.0
117.936		56	validation-stimulus	960.0	536.0	0.0	-381.0
118.88		57	validation-stimulus	960.0	536.0	381.0	381.0
119.817		58	validation-stimulus	960.0	536.0	0.0	381.0
120.742		59	validation-stimulus	960.0	536.0	0.0	0.0
121.67		60	validation-stimulus	960.0	536.0	381.0	-381.0
122.619		61	validation-stimulus	960.0	536.0	-381.0	-381.0
123.557		62	validation-stimulus	960.0	536.0	381.0	0.0
124.492		63	validation-stimulus	960.0	536.0	-381.0	381.0
125.419		64	validation-stimulus	960.0	536.0	-381.0	0.0
127.455		65	fixation-stimulus	960.0	536.0	0.0	0.0
128.399		66	validation-stimulus	960.0	536.0	0.0	381.0
129.335		67	validation-stimulus	960.0	536.0	-381.0	0.0
130.285		68	validation-stimulus	960.0	536.0	-381.0	-381.0
131.226		69	validation-stimulus	960.0	536.0	0.0	-381.0
132.165		70	validation-stimulus	960.0	536.0	381.0	-381.0
133.077		71	validation-stimulus	960.0	536.0	381.0	381.0
134.026		72	validation-stimulus	960.0	536.0	-381.0	381.0
134.956		73	validation-stimulus	960.0	536.0	0.0	0.0
135.892		74	validation-stimulus	960.0	536.0	381.0	0.0
137.927		75	fixation-stimulus	960.0	536.0	0.0	0.0
138.863		76	validation-stimulus	960.0	536.0	-381.0	381.0
139.804		77	validation-stimulus	960.0	536.0	0.0	-381.0
140.75		78	validation-stimulus	960.0	536.0	381.0	0.0
141.685		79	validation-stimulus	960.0	536.0	381.0	381.0
142.63		80	validation-stimulus	960.0	536.0	0.0	0.0
143.576		81	validation-stimulus	960.0	536.0	0.0	381.0
144.512		82	validation-stimulus	960.0	536.0	-381.0	-381.0
145.439		83	validation-stimulus	960.0	536.0	381.0	-381.0
146.38		84	validation-stimulus	960.0	536.0	-381.0	0.0
148.415		85	fixation-stimulus	960.0	536.0	0.0	0.0
149.351		86	validation-stimulus	960.0	536.0	-381.0	0.0
150.269		87	validation-stimulus	960.0	536.0	0.0	0.0
151.212		88	validation-stimulus	960.0	536.0	381.0	0.0
152.153		89	validation-stimulus	960.0	536.0	0.0	381.0
153.104		90	validation-stimulus	960.0	536.0	-381.0	381.0
154.038		91	validation-stimulus	960.0	536.0	381.0	-381.0
154.984		92	validation-stimulus	960.0	536.0	381.0	381.0
155.905		93	validation-stimulus	960.0	536.0	0.0	-381.0
156.841		94	validation-stimulus	960.0	536.0	-381.0	-381.0
158.848		95	fixation-stimulus	960.0	536.0	0.0	0.0
159.791		96	validation-stimulus	960.0	536.0	381.0	0.0
160.729		97	validation-stimulus	960.0	536.0	0.0	381.0
161.674		98	validation-stimulus	960.0	536.0	0.0	0.0
162.623		99	validation-stimulus	960.0	536.0	-381.0	381.0
163.559		100	validation-stimulus	960.0	536.0	0.0	-381.0
164.497		101	validation-stimulus	960.0	536.0	-381.0	0.0
165.44		102	validation-stimulus	960.0	536.0	381.0	381.0
166.384		103	validation-stimulus	960.0	536.0	381.0	-381.0
167.306		104	validation-stimulus	960.0	536.0	-381.0	-381.0
172.945	5.631	105					
174.58	1.03	106		960.0	536.0		
175.994	0.854	107		960.0	536.0		
177.378	0.826	108		960.0	536.0		
178.915	0.962	109		960.0	536.0		
180.613	1.128	110		960.0	536.0		
182.174	1.004	111		960.0	536.0		
183.799	1.047	112		960.0	536.0		
185.583	1.226	113		960.0	536.0		
187.385	1.244	114		960.0	536.0		
189.032	1.091	115		960.0	536.0		
190.771	1.166	116		960.0	536.0		
192.403	1.063	117		960.0	536.0		
194.07	1.085	118		960.0	536.0		
195.725	1.097	119		960.0	536.0		
197.321	1.029	120		960.0	536.0		
198.854	0.977	121		960.0	536.0		
200.503	1.09	122		960.0	536.0		
202.355	1.294	123		960.0	536.0		
203.335	0.926	124					
205.381		125	fixation-stimulus	960.0	536.0	0.0	0.0
206.325		126	validation-stimulus	960.0	536.0	-381.0	-381.0
207.275		127	validation-stimulus	960.0	536.0	0.0	381.0
208.199		128	validation-stimulus	960.0	536.0	-381.0	381.0
209.121		129	validation-stimulus	960.0	536.0	381.0	0.0
210.057		130	validation-stimulus	960.0	536.0	381.0	-381.0
210.994		131	validation-stimulus	960.0	536.0	-381.0	0.0
211.942		132	validation-stimulus	960.0	536.0	0.0	-381.0
212.877		133	validation-stimulus	960.0	536.0	0.0	0.0
213.815		134	validation-stimulus	960.0	536.0	381.0	381.0
215.835		135	fixation-stimulus	960.0	536.0	0.0	0.0
216.751		136	validation-stimulus	960.0	536.0	381.0	0.0
217.677		137	validation-stimulus	960.0	536.0	-381.0	-381.0
218.615		138	validation-stimulus	960.0	536.0	381.0	-381.0
219.536		139	validation-stimulus	960.0	536.0	381.0	381.0
220.48		140	validation-stimulus	960.0	536.0	-381.0	381.0
221.424		141	validation-stimulus	960.0	536.0	0.0	-381.0
222.37		142	validation-stimulus	960.0	536.0	0.0	0.0
223.295		143	validation-stimulus	960.0	536.0	0.0	381.0
224.235		144	validation-stimulus	960.0	536.0	-381.0	0.0
226.271		145	fixation-stimulus	960.0	536.0	0.0	0.0
227.216		146	validation-stimulus	960.0	536.0	-381.0	0.0
228.16		147	validation-stimulus	960.0	536.0	381.0	381.0
229.105		148	validation-stimulus	960.0	536.0	-381.0	-381.0
230.023		149	validation-stimulus	960.0	536.0	381.0	-381.0
230.976		150	validation-stimulus	960.0	536.0	381.0	0.0
231.909		151	validation-stimulus	960.0	536.0	-381.0	381.0
232.856		152	validation-stimulus	960.0	536.0	0.0	0.0
233.783		153	validation-stimulus	960.0	536.0	0.0	381.0
234.733		154	validation-stimulus	960.0	536.0	0.0	-381.0
236.787		155	fixation-stimulus	960.0	536.0	0.0	0.0
237.735		156	validation-stimulus	960.0	536.0	0.0	381.0
238.677		157	validation-stimulus	960.0	536.0	-381.0	381.0
239.618		158	validation-stimulus	960.0	536.0	381.0	-381.0
240.562		159	validation-stimulus	960.0	536.0	-381.0	0.0
241.503		160	validation-stimulus	960.0	536.0	381.0	0.0
242.449		161	validation-stimulus	960.0	536.0	0.0	-381.0
243.393		162	validation-stimulus	960.0	536.0	-381.0	-381.0
244.346		163	validation-stimulus	960.0	536.0	381.0	381.0
245.293		164	validation-stimulus	960.0	536.0	0.0	0.0
247.344		165	fixation-stimulus	960.0	536.0	0.0	0.0
248.308		166	validation-stimulus	960.0	536.0	0.0	-381.0
249.261		167	validation-stimulus	960.0	536.0	0.0	0.0
250.182		168	validation-stimulus	960.0	536.0	381.0	-381.0
251.136		169	validation-stimulus	960.0	536.0	0.0	381.0
252.079		170	validation-stimulus	960.0	536.0	-381.0	381.0
253.002		171	validation-stimulus	960.0	536.0	381.0	381.0
253.927		172	validation-stimulus	960.0	536.0	381.0	0.0
254.857		173	validation-stimulus	960.0	536.0	-381.0	0.0
255.817		174	validation-stimulus	960.0	536.0	-381.0	-381.0
257.854		175	fixation-stimulus	960.0	536.0	0.0	0.0
258.801		176	validation-stimulus	960.0	536.0	381.0	381.0
259.745		177	validation-stimulus	960.0	536.0	-381.0	381.0
260.684		178	validation-stimulus	960.0	536.0	0.0	0.0
261.639		179	validation-stimulus	960.0	536.0	381.0	-381.0
262.582		180	validation-stimulus	960.0	536.0	-381.0	0.0
263.522		181	validation-stimulus	960.0	536.0	0.0	381.0
264.47		182	validation-stimulus	960.0	536.0	381.0	0.0
265.417		183	validation-stimulus	960.0	536.0	-381.0	-381.0
266.347		184	validation-stimulus	960.0	536.0	0.0	-381.0
268.399		185	fixation-stimulus	960.0	536.0	0.0	0.0
269.324		186	validation-stimulus	960.0	536.0	381.0	-381.0
270.286		187	validation-stimulus	960.0	536.0	381.0	0.0
271.229		188	validation-stimulus	960.0	536.0	0.0	0.0
272.178		189	validation-stimulus	960.0	536.0	381.0	381.0
273.13		190	validation-stimulus	960.0	536.0	-381.0	381.0
274.075		191	validation-stimulus	960.0	536.0	0.0	-381.0
275.021		192	validation-stimulus	960.0	536.0	-381.0	0.0
275.947		193	validation-stimulus	960.0	536.0	-381.0	-381.0
276.879		194	validation-stimulus	960.0	536.0	0.0	381.0
278.935		195	fixation-stimulus	960.0	536.0	0.0	0.0
279.865		196	validation-stimulus	960.0	536.0	0.0	-381.0
280.816		197	validation-stimulus	960.0	536.0	381.0	-381.0
281.765		198	validation-stimulus	960.0	536.0	-381.0	0.0
282.713		199	validation-stimulus	960.0	536.0	0.0	0.0
283.655		200	validation-stimulus	960.0	536.0	381.0	381.0
284.6		201	validation-stimulus	960.0	536.0	381.0	0.0
285.55		202	validation-stimulus	960.0	536.0	-381.0	381.0
286.494		203	validation-stimulus	960.0	536.0	0.0	381.0
287.445		204	validation-stimulus	960.0	536.0	-381.0	-381.0
290.079	2.621	205					
292.106	1.403	206		960.0	536.0		
293.649	0.962	207		960.0	536.0		
295.102	0.864	208		960.0	536.0		
296.605	0.936	209		960.0	536.0		
298.221	1.049	210		960.0	536.0		
299.91	1.105	211		960.0	536.0		
301.541	1.062	212		960.0	536.0		
303.27	1.162	213		960.0	536.0		
304.919	1.075	214		960.0	536.0		
306.439	0.958	215		960.0	536.0		
308.105	1.08	216		960.0	536.0		
309.81	1.134	217		960.0	536.0		
311.329	0.937	218		960.0	536.0		
312.997	1.102	219		960.0	536.0		
314.59	1.025	220		960.0	536.0		
316.212	1.034	221		960.0	536.0		
317.707	0.928	222		960.0	536.0		
319.277	0.998	223		960.0	536.0		
323.857	4.525	224					
325.91		225	fixation-stimulus	960.0	536.0	0.0	0.0
326.869		226	validation-stimulus	960.0	536.0	0.0	-381.0
327.82		227	validation-stimulus	960.0	536.0	381.0	0.0
328.771		228	validation-stimulus	960.0	536.0	381.0	-381.0
329.719		229	validation-stimulus	960.0	536.0	0.0	0.0
330.675		230	validation-stimulus	960.0	536.0	-381.0	381.0
331.625		231	validation-stimulus	960.0	536.0	0.0	381.0
332.551		232	validation-stimulus	960.0	536.0	-381.0	0.0
333.479		233	validation-stimulus	960.0	536.0	381.0	381.0
334.41		234	validation-stimulus	960.0	536.0	-381.0	-381.0
336.424		235	fixation-stimulus	960.0	536.0	0.0	0.0
337.371		236	validation-stimulus	960.0	536.0	381.0	-381.0
338.297		237	validation-stimulus	960.0	536.0	381.0	0.0
339.253		238	validation-stimulus	960.0	536.0	0.0	381.0
340.187		239	validation-stimulus	960.0	536.0	381.0	381.0
341.126		240	validation-stimulus	960.0	536.0	-381.0	0.0
342.08		241	validation-stimulus	960.0	536.0	-381.0	381.0
343.008		242	validation-stimulus	960.0	536.0	0.0	0.0
343.955		243	validation-stimulus	960.0	536.0	0.0	-381.0
344.902		244	validation-stimulus	960.0	536.0	-381.0	-381.0
346.943		245	fixation-stimulus	960.0	536.0	0.0	0.0
347.901		246	validation-stimulus	960.0	536.0	-381.0	-381.0
348.864		247	validation-stimulus	960.0	536.0	-381.0	0.0
349.798		248	validation-stimulus	960.0	536.0	381.0	0.0
