onset	duration	trial_index	typeOfSaccade	cueShownAtLeft	intraEnd	isTutorial	isSaccadeExperiment
0.0	3.567	0					
33.087	33.081	1					
70.045	36.956	2					
210.435	140.386	3					
213.554	3.116	4					
214.992		5					
214.994		6					
312.171		7					
319.395		8					
332.128	12.73	9					
342.543	10.412	10					
346.951	4.402	11					
355.301	8.347	12					
371.535	16.232	13					
375.632	4.094	14					
377.634		15					
382.51	4.875	16					
383.79	0.656	17					
385.051	0.696	18					
386.118	0.498	19					
387.167	0.495	20					
388.304	0.566	21					
389.367	0.496	22					
390.436	0.496	23					
391.326	0.333	24					
392.302	0.423	25					
393.285	0.428	26					
394.277	0.437	27					
396.314	1.975	28					
397.489	0.383	29					
398.649	0.365	30					
399.912	0.48	31					
401.161	0.465	32					
402.284	0.337	33					
403.791	0.728	34					
406.796		35					
410.253	0.286	36	prosaccade	False	2622.0	True	True
413.483		37	prosaccade	True	2390.0	True	True
416.474		38	prosaccade	False	2147.0	True	True
419.836		39	prosaccade	False	2540.0	True	True
422.956		40	prosaccade	True	2271.0	True	True
425.958		41	prosaccade	True	2186.0	True	True
429.361		42	prosaccade	False	2584.0	True	True
432.699		43	prosaccade	True	2497.0	True	True
435.555		44	prosaccade	False	2043.0	True	True
438.728		45	prosaccade	True	2340.0	True	True
441.751		46					
444.959		47	antisaccade	False	2385.0	True	True
447.924		48	antisaccade	False	2134.0	True	True
450.943		49	antisaccade	True	2182.0	True	True
453.968		50	antisaccade	False	2186.0	True	True
457.226		51	antisaccade	True	2430.0	True	True
460.423		52	antisaccade	True	2378.0	True	True
463.693		53	antisaccade	True	2449.0	True	True
467.143		54	antisaccade	True	2612.0	True	True
470.061		55	antisaccade	True	2087.0	True	True
472.987		56	antisaccade	False	2081.0	True	True
476.612	3.621	57					
479.368	2.751	58					
482.383		59					
485.572		60	prosaccade	True	2348.0	False	True
488.482		61	prosaccade	True	2060.0	False	True
491.403		62	prosaccade	True	2069.0	False	True
494.408		63	prosaccade	True	2170.0	False	True
497.706		64	prosaccade	True	2476.0	False	True
501.045		65	prosaccade	True	2498.0	False	True
504.444		66	prosaccade	False	2574.0	False	True
507.544		67	prosaccade	False	2261.0	False	True
510.822		68	prosaccade	True	2434.0	False	True
514.05		69	prosaccade	True	2382.0	False	True
517.155		70	prosaccade	False	2279.0	False	True
520.172		71	prosaccade	True	2176.0	False	True
523.501		72	prosaccade	True	2518.0	False	True
526.533		73	prosaccade	False	2214.0	False	True
529.835		74	prosaccade	False	2474.0	False	True
532.874		75	prosaccade	False	2210.0	False	True
536.224		76	prosaccade	True	2519.0	False	True
539.244		77	prosaccade	False	2183.0	False	True
542.238		78	prosaccade	False	2156.0	False	True
545.359		79	prosaccade	True	2277.0	False	True
548.37		80					
551.508		81	antisaccade	False	2297.0	False	True
554.624		82	antisaccade	True	2275.0	False	True
557.911		83	antisaccade	True	2455.0	False	True
561.197		84	antisaccade	True	2443.0	False	True
564.199		85	antisaccade	True	2162.0	False	True
567.653		86	antisaccade	True	2613.0	False	True
570.613		87	antisaccade	True	2120.0	False	True
573.966		88	antisaccade	True	2513.0	False	True
577.066		89	antisaccade	True	2284.0	False	True
580.332		90	antisaccade	False	2443.0	False	True
583.772		91	antisaccade	False	2613.0	False	True
587.084		92	antisaccade	True	2478.0	False	True
590.141		93	antisaccade	False	2240.0	False	True
593.435		94	antisaccade	True	2470.0	False	True
596.871		95	antisaccade	False	2600.0	False	True
600.27		96	antisaccade	False	2562.0	False	True
603.639		97	antisaccade	False	2515.0	False	True
606.605		98	antisaccade	False	2114.0	False	True
609.594		99	antisaccade	False	2137.0	False	True
612.931		100	antisaccade	False	2498.0	False	True
614.958		101					
618.794	3.825	102					
619.935	0.522	103					
620.885	0.389	104					
621.859	0.387	105					
622.773	0.348	106					
623.701	0.359	107					
624.585	0.324	108					
625.517	0.37	109					
626.538	0.459	110					
627.39	0.264	111					
628.259	0.301	112					
629.406	0.564	113					
632.383	2.922	114					
633.518	0.329	115					
634.571	0.277	116					
635.691	0.319	117					
636.777	0.29	118					
637.892	0.323	119					
639.011	0.342	120					
642.03		121					
645.339		122	prosaccade	True	2457.0	False	True
648.535		123	prosaccade	False	2354.0	False	True
651.637		124	prosaccade	True	2266.0	False	True
654.875		125	prosaccade	True	2404.0	False	True
657.844		126	prosaccade	True	2133.0	False	True
660.911		127	prosaccade	False	2246.0	False	True
664.276		128	prosaccade	True	2508.0	False	True
667.157		129	prosaccade	False	2032.0	False	True
670.308		130	prosaccade	False	2317.0	False	True
673.274		131	prosaccade	True	2126.0	False	True
676.36		132	prosaccade	True	2232.0	False	True
679.754		133	prosaccade	True	2539.0	False	True
682.824		134	prosaccade	True	2224.0	False	True
686.272		135	prosaccade	False	2603.0	False	True
689.297		136	prosaccade	False	2177.0	False	True
692.654		137	prosaccade	True	2508.0	False	True
695.752		138	prosaccade	True	2242.0	False	True
699.011		139	prosaccade	False	2409.0	False	True
702.44		140	prosaccade	False	2592.0	False	True
705.429		141	prosaccade	False	2131.0	False	True
708.448		142					
711.603		143	antisaccade	True	2300.0	False	True
714.661		144	antisaccade	True	2214.0	False	True
718.095		145	antisaccade	True	2580.0	False	True
721.249		146	antisaccade	False	2299.0	False	True
724.661		147	antisaccade	True	2585.0	False	True
727.797		148	antisaccade	False	2294.0	False	True
731.188		149	antisaccade	True	2533.0	False	True
734.318		150	antisaccade	True	2266.0	False	True
737.511		151	antisaccade	True	2344.0	False	True
740.952		152	antisaccade	False	2619.0	False	True
744.047		153	antisaccade	False	2254.0	False	True
747.365		154	antisaccade	True	2460.0	False	True
750.437		155	antisaccade	False	2232.0	False	True
753.387		156	antisaccade	False	2104.0	False	True
756.476		157	antisaccade	False	2231.0	False	True
759.767		158	antisaccade	False	2453.0	False	True
763.171		159	antisaccade	False	2584.0	False	True
766.52		160	antisaccade	True	2490.0	False	True
769.679		161	antisaccade	True	2314.0	False	True
772.978		162	antisaccade	True	2461.0	False	True
855.208	82.214	163					
857.232		164					
858.55	1.304	165					
859.981	0.821	166					
860.981	0.408	167					
861.889	0.329	168					
862.765	0.304	169					
863.657	0.324	170					
864.857	0.612	171					
865.79	0.362	172					
866.678	0.316	173					
867.549	0.302	174					
868.423	0.295	175					
869.257	0.261	176					
870.755	1.439	177					
872.413	0.854	178					
873.551	0.337	179					
875.006	0.653	180					
876.111	0.296	181					
877.142	0.239	182					
878.222	0.278	183					
881.263		184					
884.694		185	prosaccade	True	2579.0	False	True
888.155		186	prosaccade	False	2624.0	False	True
891.325		187	prosaccade	True	2327.0	False	True
894.71		188	prosaccade	False	2522.0	False	True
897.77		189	prosaccade	True	2202.0	False	True
901.093		190	prosaccade	False	2472.0	False	True
904.277		191	prosaccade	True	2327.0	False	True
907.74		192	prosaccade	False	2609.0	False	True
910.952		193	prosaccade	True	2371.0	False	True
913.936		194	prosaccade	True	2124.0	False	True
916.818		195	prosaccade	False	2049.0	False	True
920.202		196	prosaccade	True	2534.0	False	True
923.676		197	prosaccade	False	2603.0	False	True
926.871		198	prosaccade	False	2341.0	False	True
930.24		199	prosaccade	True	2513.0	False	True
933.336		200	prosaccade	False	2263.0	False	True
936.303		201	prosaccade	False	2120.0	False	True
939.264		202	prosaccade	False	2113.0	False	True
942.513		203	prosaccade	True	2403.0	False	True
945.466		204	prosaccade	False	2098.0	False	True
947.497		205					
948.471	0.956	206					
949.387	0.283	207					
950.219	0.251	208					
951.013	0.226	209					
951.849	0.261	210					
952.697	0.262	211					
953.52	0.232	212					
954.147	0.057	213					
955.043	0.321	214					
955.916	0.294	215					
956.781	0.292	216					
957.643	0.288	217					
960.494	2.788	218					
961.704	0.419	219					
962.885	0.405	220					
964.111	0.405	221					
965.237	0.323	222					
966.317	0.281	223					
967.422	0.287	224					
970.46		225					
973.357		226	antisaccade	True	2035.0	False	True
976.468		227	antisaccade	False	2274.0	False	True
979.778		228	antisaccade	True	2462.0	False	True
982.93		229	antisaccade	False	2292.0	False	True
986.384		230	antisaccade	False	2595.0	False	True
989.801		231	antisaccade	False	2559.0	False	True
992.948		232	antisaccade	True	2294.0	False	True
995.895		233	antisaccade	False	2086.0	False	True
998.792		234	antisaccade	True	2036.0	False	True
1002.002		235	antisaccade	False	2346.0	False	True
1005.294		236	antisaccade	True	2442.0	False	True
1008.643		237	antisaccade	False	2526.0	False	True
1011.996		238	antisaccade	True	2507.0	False	True
1015.008		239	antisaccade	True	2151.0	False	True
1018.112		240	antisaccade	False	2254.0	False	True
1021.489		241	antisaccade	False	2512.0	False	True
1024.591		242	antisaccade	True	2250.0	False	True
1027.872		243	antisaccade	True	2437.0	False	True
1031.048		244	antisaccade	False	2325.0	False	True
1034.155		245	antisaccade	False	2256.0	False	True
1037.179		246					
1040.234		247	prosaccade	True	2205.0	False	True
1043.41		248	prosaccade	True	2306.0	False	True
1046.447		249	prosaccade	True	2181.0	False	True
1049.646		250	prosaccade	False	2339.0	False	True
1052.807		251	prosaccade	True	2297.0	False	True
1056.274		252	prosaccade	False	2606.0	False	True
1059.661		253	prosaccade	True	2518.0	False	True
1062.896		254	prosaccade	True	2377.0	False	True
1066.044		255	prosaccade	False	2299.0	False	True
1069.096		256	prosaccade	True	2198.0	False	True
1072.01		257	prosaccade	True	2057.0	False	True
1075.065		258	prosaccade	False	2191.0	False	True
1078.019		259	prosaccade	True	2092.0	False	True
1081.104		260	prosaccade	False	2239.0	False	True
1084.412		261	prosaccade	True	2449.0	False	True
1087.706		262	prosaccade	True	2432.0	False	True
1091.087		263	prosaccade	True	2529.0	False	True
1094.067		264	prosaccade	False	2122.0	False	True
1097.352		265	prosaccade	False	2430.0	False	True
1100.697		266	prosaccade	True	2495.0	False	True
1102.737		267					
1103.897	1.139	268					
1104.812	0.281	269					
1105.745	0.357	270					
1106.629	0.307	271					
1107.46	0.255	272					
1108.459	0.423	273					
1109.346	0.263	274					
1110.23	0.298	275					
1111.12	0.3	276					
1112.014	0.3	277					
1112.979	0.39	278					
1113.845	0.293	279					
1115.923	2.012	280					
1117.094	0.356	281					
1118.246	0.33	282					
1119.521	0.458	283					
1120.632	0.291	284					
1121.75	0.3	285					
1122.881	0.336	286					
1125.92		287					
1128.796		288	antisaccade	True	2046.0	False	True
1131.9		289	antisaccade	False	2256.0	False	True
1135.144		290	antisaccade	True	2394.0	False	True
1138.64		291	antisaccade	True	2620.0	False	True
1142.045		292	antisaccade	False	2535.0	False	True
1145.301		293	antisaccade	True	2399.0	False	True
1148.275		294	antisaccade	False	2114.0	False	True
1151.449		295	antisaccade	False	2323.0	False	True
1154.505		296	antisaccade	True	2205.0	False	True
1157.941		297	antisaccade	False	2566.0	False	True
1160.923		298	antisaccade	False	2125.0	False	True
1164.358		299	antisaccade	False	2576.0	False	True
1167.342		300	antisaccade	True	2117.0	False	True
1170.46		301	antisaccade	True	2251.0	False	True
1173.8		302	antisaccade	False	2491.0	False	True
1176.944		303	antisaccade	True	2290.0	False	True
1180.425		304	antisaccade	False	2607.0	False	True
1183.61		305	antisaccade	True	2311.0	False	True
1186.703		306	antisaccade	False	2240.0	False	True
1190.166		307	antisaccade	True	2612.0	False	True
1320.491	130.298	308					
1322.518		309					
1324.546		310					
1326.048	1.476	311					
1327.463	0.794	312					
1328.393	0.329	313					
1329.267	0.276	314					
1330.177	0.324	315					
1331.01	0.22	316					
1331.86	0.272	317					
1332.728	0.281	318					
1333.661	0.346	319					
1334.513	0.264	320					
1335.328	0.229	321					
1336.096	0.19	322					
1337.515	1.351	323					
1338.668	0.344	324					
1339.738	0.275	325					
1340.829	0.277	326					
1341.948	0.31	327					
1343.033	0.269	328					
1344.175	0.332	329					
1347.219		330					
1350.635		331	prosaccade	True	2553.0	False	True
1353.975		332	prosaccade	True	2473.0	False	True
1357.279		333	prosaccade	False	2455.0	False	True
1360.478		334	prosaccade	True	2336.0	False	True
1363.725		335	prosaccade	True	2414.0	False	True
1367.146		336	prosaccade	False	2564.0	False	True
1370.505		337	prosaccade	True	2488.0	False	True
1373.746		338	prosaccade	True	2390.0	False	True
1377.147		339	prosaccade	True	2541.0	False	True
1380.572		340	prosaccade	False	2571.0	False	True
1383.526		341	prosaccade	False	2091.0	False	True
1386.544		342	prosaccade	False	2174.0	False	True
1389.603		343	prosaccade	False	2186.0	False	True
1393.025		344	prosaccade	False	2566.0	False	True
1396.472		345	prosaccade	True	2614.0	False	True
1399.48		346	prosaccade	False	2146.0	False	True
1402.739		347	prosaccade	False	2413.0	False	True
1405.674		348	prosaccade	False	2080.0	False	True
1408.659		349	prosaccade	True	2141.0	False	True
1411.679		350	prosaccade	False	2159.0	False	True
1413.74		351					
1415.003	1.234	352					
1415.969	0.331	353					
1416.87	0.299	354					
1417.642	0.195	355					
1418.394	0.169	356					
1419.238	0.262	357					
1420.139	0.299	358					
1421.003	0.264	359					
1421.707	0.101	360					
1422.658	0.365	361					
1423.539	0.299	362					
1424.556	0.428	363					
1426.535	1.908	364					
1427.93	0.575	365					
1429.014	0.272	366					
1430.109	0.29	367					
1431.185	0.255	368					
1432.066	0.056	369					
1433.154	0.273	370					
1436.193		371					
1439.136	2.749	372	antisaccade	True	2072.0	False	True
1442.372		373	antisaccade	False	2332.0	False	True
