onset	duration	trial_index	trial-tag	center_x	center_y	start-x	start-y
0.0	12.678	0					
34.705		1					
37.145		2					
37.146		3					
83.363	46.216	4					
85.713	2.346	5					
86.881	0.561	6		960.0	536.0		
87.998	0.56	7		960.0	536.0		
89.115	0.561	8		960.0	536.0		
90.135	0.467	9		960.0	536.0		
91.377	0.674	10		960.0	536.0		
92.554	0.598	11		960.0	536.0		
93.916	0.796	12		960.0	536.0		
95.425	0.955	13		960.0	536.0		
96.784	0.795	14		960.0	536.0		
98.102	0.745	15		960.0	536.0		
100.285	1.627	16		960.0	536.0		
101.657	0.801	17		960.0	536.0		
103.023	0.799	18		960.0	536.0		
104.637	1.057	19		960.0	536.0		
106.303	1.111	20		960.0	536.0		
107.609	0.75	21		960.0	536.0		
109.041	0.865	22		960.0	536.0		
110.388	0.792	23		960.0	536.0		
123.692	13.243	24					
125.722		25	fixation-stimulus	960.0	536.0	0.0	0.0
126.643		26	validation-stimulus	960.0	536.0	0.0	-400.0
127.584		27	validation-stimulus	960.0	536.0	-400.0	400.0
128.502		28	validation-stimulus	960.0	536.0	-400.0	-400.0
129.416		29	validation-stimulus	960.0	536.0	400.0	400.0
130.361		30	validation-stimulus	960.0	536.0	0.0	0.0
131.307		31	validation-stimulus	960.0	536.0	-400.0	0.0
132.244		32	validation-stimulus	960.0	536.0	400.0	-400.0
133.179		33	validation-stimulus	960.0	536.0	0.0	400.0
134.109		34	validation-stimulus	960.0	536.0	400.0	0.0
136.166		35	fixation-stimulus	960.0	536.0	0.0	0.0
137.074		36	validation-stimulus	960.0	536.0	400.0	-400.0
137.985		37	validation-stimulus	960.0	536.0	0.0	400.0
138.921		38	validation-stimulus	960.0	536.0	400.0	0.0
139.85		39	validation-stimulus	960.0	536.0	0.0	-400.0
140.786		40	validation-stimulus	960.0	536.0	-400.0	-400.0
141.722		41	validation-stimulus	960.0	536.0	0.0	0.0
142.637		42	validation-stimulus	960.0	536.0	400.0	400.0
143.58		43	validation-stimulus	960.0	536.0	-400.0	400.0
144.492		44	validation-stimulus	960.0	536.0	-400.0	0.0
146.527		45	fixation-stimulus	960.0	536.0	0.0	0.0
147.441		46	validation-stimulus	960.0	536.0	0.0	400.0
148.363		47	validation-stimulus	960.0	536.0	-400.0	-400.0
149.295		48	validation-stimulus	960.0	536.0	400.0	400.0
150.224		49	validation-stimulus	960.0	536.0	0.0	-400.0
151.165		50	validation-stimulus	960.0	536.0	400.0	-400.0
152.112		51	validation-stimulus	960.0	536.0	-400.0	0.0
153.032		52	validation-stimulus	960.0	536.0	400.0	0.0
153.973		53	validation-stimulus	960.0	536.0	0.0	0.0
154.892		54	validation-stimulus	960.0	536.0	-400.0	400.0
156.92		55	fixation-stimulus	960.0	536.0	0.0	0.0
157.844		56	validation-stimulus	960.0	536.0	0.0	0.0
158.783		57	validation-stimulus	960.0	536.0	-400.0	0.0
159.711		58	validation-stimulus	960.0	536.0	400.0	400.0
160.651		59	validation-stimulus	960.0	536.0	-400.0	400.0
161.593		60	validation-stimulus	960.0	536.0	0.0	-400.0
