onset	duration	trial_index	typeOfSaccade	cueShownAtLeft	intraEnd	isTutorial	isSaccadeExperiment
0.0	177.749	0					
27.683	27.68	1					
31.401	3.716	2					
148.935	117.53	3					
153.775	4.837	4					
153.786		5					
153.787		6					
172.763		7					
178.4		8					
190.43	12.027	9					
201.904	11.471	10					
207.761	5.852	11					
221.274	13.51	12					
234.421	13.144	13					
262.719	28.295	14					
264.73		15					
268.436	3.704	16					
269.372	0.334	17					
270.419	0.485	18					
271.351	0.38	19					
272.292	0.369	20					
273.18	0.329	21					
274.065	0.329	22					
274.891	0.271	23					
275.782	0.332	24					
276.649	0.296	25					
277.539	0.336	26					
278.451	0.347	27					
281.562	3.053	28					
282.358	0.024	29					
283.415	0.267	30					
284.442	0.25	31					
285.455	0.225	32					
286.476	0.235	33					
287.396	0.128	34					
290.421		35					
293.818		36	prosaccade	True	2573.0	True	True
297.046		37	prosaccade	True	2409.0	True	True
300.242		38	prosaccade	True	2371.0	True	True
303.494		39	prosaccade	False	2414.0	True	True
306.811		40	prosaccade	True	2483.0	True	True
310.066		41	prosaccade	True	2411.0	True	True
313.505		42	prosaccade	True	2604.0	True	True
316.738		43	prosaccade	False	2401.0	True	True
320.142		44	prosaccade	True	2571.0	True	True
323.207		45	prosaccade	True	2216.0	True	True
325.221		46					
327.73	2.504	47					
328.756	0.396	48					
329.354	0.037	49					
330.349	0.43	50					
331.249	0.346	51					
332.166	0.363	52					
333.096	0.372	53					
334.122	0.469	54					
335.082	0.395	55					
336.066	0.422	56					
337.004	0.368	57					
338.0	0.428	58					
340.979	2.93	59					
342.063	0.286	60					
343.149	0.293	61					
344.243	0.311	62					
345.288	0.249	63					
346.331	0.259	64					
347.394	0.28	65					
350.42		66					
353.607		67	antisaccade	False	2353.0	True	True
356.633		68	antisaccade	True	2185.0	True	True
359.979		69	antisaccade	False	2513.0	True	True
363.223		70	antisaccade	False	2395.0	True	True
366.285		71	antisaccade	True	2230.0	True	True
369.335		72	antisaccade	True	2199.0	True	True
372.322		73	antisaccade	True	2147.0	True	True
375.751		74	antisaccade	False	2597.0	True	True
378.71		75	antisaccade	False	2142.0	True	True
382.013		76	antisaccade	False	2452.0	True	True
385.055	3.036	77					
387.059	1.998	78					
389.086		79					
391.597	2.506	80					
392.564	0.36	81					
393.483	0.36	82					
394.353	0.298	83					
395.249	0.326	84					
396.164	0.353	85					
397.18	0.457	86					
398.057	0.298	87					
398.95	0.328	88					
399.809	0.303	89					
400.684	0.31	90					
401.595	0.341	91					
404.22	2.572	92					
405.397	0.394	93					
406.444	0.264	94					
407.509	0.291	95					
408.529	0.224	96					
