onset	duration	trial_index	trial-tag	center_x	center_y	start-x	start-y
0.0	100.989	0					
60.75		1					
63.911		2					
63.912		3					
132.216	68.302	4					
139.532	7.312	5					
140.689	0.544	6		960.0	536.0		
142.009	0.732	7		960.0	536.0		
143.346	0.763	8		960.0	536.0		
145.025	1.11	9		960.0	536.0		
146.326	0.746	10		960.0	536.0		
147.76	0.86	11		960.0	536.0		
149.075	0.743	12		960.0	536.0		
150.691	1.061	13		960.0	536.0		
152.326	1.079	14		960.0	536.0		
153.731	0.834	15		960.0	536.0		
155.179	0.895	16		960.0	536.0		
156.494	0.762	17		960.0	536.0		
157.986	0.934	18		960.0	536.0		
159.553	0.99	19		960.0	536.0		
161.012	0.895	20		960.0	536.0		
162.489	0.92	21		960.0	536.0		
163.995	0.927	22		960.0	536.0		
165.349	0.796	23		960.0	536.0		
170.162	4.753	24					
172.2		25	fixation-stimulus	960.0	536.0	0.0	0.0
173.128		26	validation-stimulus	960.0	536.0	381.0	-381.0
174.064		27	validation-stimulus	960.0	536.0	0.0	381.0
175.02		28	validation-stimulus	960.0	536.0	-381.0	0.0
175.954		29	validation-stimulus	960.0	536.0	0.0	-381.0
176.887		30	validation-stimulus	960.0	536.0	-381.0	381.0
177.804		31	validation-stimulus	960.0	536.0	381.0	381.0
178.742		32	validation-stimulus	960.0	536.0	0.0	0.0
179.684		33	validation-stimulus	960.0	536.0	-381.0	-381.0
180.627		34	validation-stimulus	960.0	536.0	381.0	0.0
182.661		35	fixation-stimulus	960.0	536.0	0.0	0.0
183.602		36	validation-stimulus	960.0	536.0	-381.0	0.0
184.522		37	validation-stimulus	960.0	536.0	0.0	0.0
185.453		38	validation-stimulus	960.0	536.0	-381.0	-381.0
186.402		39	validation-stimulus	960.0	536.0	381.0	381.0
187.323		40	validation-stimulus	960.0	536.0	0.0	-381.0
188.262		41	validation-stimulus	960.0	536.0	381.0	-381.0
189.193		42	validation-stimulus	960.0	536.0	381.0	0.0
190.118		43	validation-stimulus	960.0	536.0	-381.0	381.0
191.062		44	validation-stimulus	960.0	536.0	0.0	381.0
193.108		45	fixation-stimulus	960.0	536.0	0.0	0.0
194.048		46	validation-stimulus	960.0	536.0	-381.0	381.0
194.986		47	validation-stimulus	960.0	536.0	0.0	381.0
195.917		48	validation-stimulus	960.0	536.0	-381.0	0.0
196.841		49	validation-stimulus	960.0	536.0	0.0	0.0
197.767		50	validation-stimulus	960.0	536.0	0.0	-381.0
198.71		51	validation-stimulus	960.0	536.0	381.0	0.0
199.648		52	validation-stimulus	960.0	536.0	-381.0	-381.0
200.594		53	validation-stimulus	960.0	536.0	381.0	381.0
201.539		54	validation-stimulus	960.0	536.0	381.0	-381.0
203.586		55	fixation-stimulus	960.0	536.0	0.0	0.0
204.528		56	validation-stimulus	960.0	536.0	-381.0	0.0
205.472		57	validation-stimulus	960.0	536.0	381.0	0.0
206.4		58	validation-stimulus	960.0	536.0	381.0	381.0
207.326		59	validation-stimulus	960.0	536.0	381.0	-381.0
208.246		60	validation-stimulus	960.0	536.0	0.0	-381.0
209.184		61	validation-stimulus	960.0	536.0	-381.0	-381.0
210.111		62	validation-stimulus	960.0	536.0	-381.0	381.0
211.035		63	validation-stimulus	960.0	536.0	0.0	381.0
211.97		64	validation-stimulus	960.0	536.0	0.0	0.0
214.011		65	fixation-stimulus	960.0	536.0	0.0	0.0
214.949		66	validation-stimulus	960.0	536.0	381.0	-381.0
215.89		67	validation-stimulus	960.0	536.0	-381.0	381.0
216.813		68	validation-stimulus	960.0	536.0	381.0	0.0
217.748		69	validation-stimulus	960.0	536.0	-381.0	-381.0
218.688		70	validation-stimulus	960.0	536.0	0.0	0.0
219.611		71	validation-stimulus	960.0	536.0	0.0	-381.0
220.549		72	validation-stimulus	960.0	536.0	381.0	381.0
221.493		73	validation-stimulus	960.0	536.0	-381.0	0.0
222.415		74	validation-stimulus	960.0	536.0	0.0	381.0
224.45		75	fixation-stimulus	960.0	536.0	0.0	0.0
225.396		76	validation-stimulus	960.0	536.0	-381.0	0.0
226.346		77	validation-stimulus	960.0	536.0	0.0	-381.0
227.296		78	validation-stimulus	960.0	536.0	0.0	381.0
228.228		79	validation-stimulus	960.0	536.0	-381.0	381.0
229.17		80	validation-stimulus	960.0	536.0	-381.0	-381.0
230.106		81	validation-stimulus	960.0	536.0	0.0	0.0
231.045		82	validation-stimulus	960.0	536.0	381.0	0.0
231.981		83	validation-stimulus	960.0	536.0	381.0	381.0
232.913		84	validation-stimulus	960.0	536.0	381.0	-381.0
234.951		85	fixation-stimulus	960.0	536.0	0.0	0.0
235.892		86	validation-stimulus	960.0	536.0	0.0	-381.0
236.816		87	validation-stimulus	960.0	536.0	-381.0	381.0
237.764		88	validation-stimulus	960.0	536.0	-381.0	-381.0
238.713		89	validation-stimulus	960.0	536.0	-381.0	0.0
239.648		90	validation-stimulus	960.0	536.0	381.0	0.0
240.592		91	validation-stimulus	960.0	536.0	381.0	381.0
241.524		92	validation-stimulus	960.0	536.0	0.0	381.0
242.467		93	validation-stimulus	960.0	536.0	0.0	0.0
243.416		94	validation-stimulus	960.0	536.0	381.0	-381.0
245.484		95	fixation-stimulus	960.0	536.0	0.0	0.0
246.425		96	validation-stimulus	960.0	536.0	381.0	381.0
247.366		97	validation-stimulus	960.0	536.0	381.0	-381.0
248.306		98	validation-stimulus	960.0	536.0	0.0	0.0
249.246		99	validation-stimulus	960.0	536.0	0.0	-381.0
250.19		100	validation-stimulus	960.0	536.0	-381.0	381.0
251.134		101	validation-stimulus	960.0	536.0	381.0	0.0
252.074		102	validation-stimulus	960.0	536.0	0.0	381.0
253.016		103	validation-stimulus	960.0	536.0	-381.0	0.0
253.954		104	validation-stimulus	960.0	536.0	-381.0	-381.0
256.542	2.58	105					
257.974	0.826	106		960.0	536.0		
259.368	0.822	107		960.0	536.0		
260.563	0.617	108		960.0	536.0		
261.677	0.557	109		960.0	536.0		
262.978	0.743	110		960.0	536.0		
264.194	0.634	111		960.0	536.0		
265.444	0.695	112		960.0	536.0		
266.746	0.741	113		960.0	536.0		
268.011	0.695	114		960.0	536.0		
269.229	0.644	115		960.0	536.0		
270.544	0.755	116		960.0	536.0		
