,trials,presented_point,time_between_samples_mean,time_between_samples_std,sampling_rate_mean,sampling_rate_std,last_time_sample,horizontal_errors_pxs_mean,horizontal_errors_pxs_std,vertical_errors_pxs_mean,vertical_errors_pxs_std,total_errors_pxs_mean,total_errors_pxs_std
29,4.0,"(960.0, 536.0)",45.5,12.022894826122368,23.61829036198784,6.616980027050601,910,520.5384615384615,77.44140751324923,228.15384615384616,61.861938284247316,576.0909776066522,30.94711588743275
30,4.0,"(541.0, 941.0)",45.5,11.460802764204608,23.51500619054191,6.293782950577025,910,145.07142857142858,218.7570290415877,228.35714285714286,128.9826162942993,283.56092430467214,239.32626130522547
31,4.0,"(1379.0, 131.0)",46.8421052631579,11.356719123588359,22.717616738685443,5.9707701300736735,890,199.76923076923077,213.28606786558316,165.92307692307693,163.6771971047617,266.55795590951317,262.0424407547882
32,4.0,"(541.0, 536.0)",45.6,13.203787335457958,23.59757611094173,5.924571579776964,912,210.92307692307693,273.16026897112744,250.53846153846155,69.01461983869281,353.61539904280227,248.18091172452233
33,4.0,"(1379.0, 536.0)",41.45454545454545,10.949168805012604,25.596978838909124,5.700957784048115,912,161.4,95.90189431566685,242.53333333333333,46.81718582837812,297.79670411442856,87.05471278789832
34,4.0,"(1379.0, 941.0)",46.25,11.46243865850544,23.09665039050264,6.1381869704901115,925,26.4,20.86719914123599,148.53333333333333,121.60749245923222,152.21979448532102,121.7048376202851
35,4.0,"(541.0, 131.0)",40.5,10.79877939230339,26.34788704806004,6.386907073354631,891,160.71428571428572,173.73725177134932,55.785714285714285,35.43440332184966,175.78238502226446,171.70297102479478
36,5.0,"(960.0, 941.0)",42.857142857142854,12.302867316917917,25.183836957332215,6.610801625702929,900,54.0,34.4800667052719,128.6875,112.89747492193969,144.34601443477123,112.14016058842085
37,5.0,"(1379.0, 941.0)",46.1,12.86429166336025,23.360944751697527,6.202221832158844,922,57.23076923076923,49.08885796523852,205.6153846153846,188.58686570691967,215.51551797543047,192.56383550020792
38,5.0,"(1379.0, 536.0)",40.63636363636363,12.393346655456469,26.501695416968733,6.405106824568915,894,85.8125,24.995546478322893,180.0,76.66811592833099,202.1795723373665,73.41650379498871
39,5.0,"(960.0, 536.0)",43.23809523809524,11.476289270469838,24.659308114755607,5.940266497419689,908,236.2,82.31662448537759,75.8,52.850985484347085,251.33707007059672,89.07867613329987
40,5.0,"(960.0, 131.0)",42.09090909090909,13.624540328890136,25.790294703620717,6.439211231703038,926,100.73333333333333,66.89241777328395,66.86666666666666,64.88232082436289,136.26318672923443,68.81141336334012
41,5.0,"(541.0, 131.0)",44.04761904761905,13.098441166708824,24.535651941911695,6.357683623714734,925,162.35714285714286,243.31420225792033,50.142857142857146,61.967568871440605,175.2277570664503,247.40889580791077
42,5.0,"(541.0, 941.0)",41.04545454545455,11.161937241142624,26.185690815162506,6.913078142020931,903,67.0,70.05622741769642,262.125,157.69586036101265,278.1802094691437,159.9692034727414
43,5.0,"(541.0, 536.0)",47.8421052631579,11.85110768926702,22.201463639865665,5.40669151753853,909,169.66666666666666,108.66871163719982,128.58333333333334,53.259519232611254,226.2659704559061,93.64628812886116
44,5.0,"(1379.0, 131.0)",47.8421052631579,12.946298629316642,22.45697590859116,5.933721719907123,909,46.53333333333333,29.63976308197411,105.73333333333333,56.032688871963146,121.26962664817168,51.5436156985491
45,6.0,"(960.0, 536.0)",41.40909090909091,12.637099389960321,26.284896955881603,7.301491059685903,911,244.8,45.5692879031481,145.26666666666668,30.085360042533793,286.48098725370204,44.04290266861965
46,6.0,"(541.0, 536.0)",45.65,14.731853243906553,24.12658524137194,7.0404965309737495,913,169.0625,199.15084381882494,124.6875,70.31333332839512,224.65415745065894,195.61348251113608
47,6.0,"(541.0, 131.0)",45.6,13.540310188470572,23.774646992556757,6.427584531052058,912,270.2142857142857,337.6708411142062,71.57142857142857,85.91001462137518,286.0185180407896,343.1235411343962
48,6.0,"(960.0, 941.0)",45.6,13.241601111648095,24.0326452842612,7.587125677685053,912,97.42857142857143,56.59343006507568,120.64285714285714,56.80745316148117,167.2940567625926,49.89616361347857
49,6.0,"(960.0, 131.0)",45.4,12.70196835140129,23.788903948224103,6.543634468442337,908,115.07692307692308,105.34519195224631,39.38461538461539,37.17016682468816,125.45598802616549,107.39586580243927
50,6.0,"(1379.0, 941.0)",42.18181818181818,11.74980217874622,25.377360598911846,6.096166075297047,928,65.86666666666666,57.07406494099477,242.2,299.4379624118046,261.24863846970453,296.0894271967941
51,6.0,"(1379.0, 536.0)",48.68421052631579,13.353700971636634,22.07890784278645,5.842386615810217,925,91.92857142857143,29.862695997597033,231.57142857142858,86.60972750193355,252.82878390902528,80.91242372341637
52,6.0,"(541.0, 941.0)",45.4,11.838074167701434,23.714367635485477,6.763400447638574,908,216.93333333333334,240.7456380128666,217.53333333333333,170.56528238640934,317.9441301647194,283.44899028537736
53,6.0,"(1379.0, 131.0)",47.73684210526316,11.719718450287814,22.620746317904636,7.119896882172831,907,30.307692307692307,35.635731021599476,123.6923076923077,73.20401903151811,129.72438490241217,77.58002890414348
54,7.0,"(960.0, 941.0)",45.4,11.060741385639572,23.493202473398235,6.207073379014091,908,98.06666666666666,93.8917580100736,232.53333333333333,145.58702628401417,256.1079815791099,167.65669816067887
55,7.0,"(1379.0, 536.0)",45.6,13.20378733545796,23.800076768850513,6.6943645040408475,912,97.86666666666666,46.117049149118614,262.3333333333333,43.09008651134917,283.27193984435473,46.22994805119579
56,7.0,"(541.0, 941.0)",46.68421052631579,15.697980532469263,23.65669473006967,6.946452503101819,887,107.66666666666667,214.81330395381838,172.13333333333333,99.82909840767314,221.24650821146227,219.96041144768614
57,7.0,"(1379.0, 131.0)",43.80952380952381,13.333163264221492,24.69574639983469,6.265609492938552,920,72.2,106.42756535158863,114.6,142.11206845303462,137.89890261288213,175.64896619345504
58,7.0,"(960.0, 131.0)",43.904761904761905,12.817045056912677,24.558371916619983,6.316828545142583,922,149.42857142857142,62.35693830763375,143.5,112.00876878938669,222.93402369000503,98.2645464111257
59,7.0,"(541.0, 536.0)",47.73684210526316,13.733716119417698,22.66937917628675,6.192492958378491,907,69.0,72.02243240290326,172.23076923076923,57.830194197726385,192.9839513130539,75.58567678866703
60,7.0,"(541.0, 131.0)",50.666666666666664,11.362707032706206,20.782674136211316,4.9123277762747115,912,93.46153846153847,70.90146508697327,92.23076923076923,90.97434452056658,138.05689417993233,107.16910490581716
