trials,first_sample,presented_point,time_between_samples_mean,time_between_samples_std,sampling_rate_mean,sampling_rate_std,last_time_sample,horizontal_errors_pxs_mean,horizontal_errors_pxs_std,vertical_errors_pxs_mean,vertical_errors_pxs_std,total_errors_pxs_mean,total_errors_pxs_std,metadata
1.0,300,"(960.0, 136.0)",45.65,14.437018390235567,24.07678319075378,7.117949146433035,913,75.85714285714286,35.387360824487175,117.42857142857143,126.77241378927508,150.63461795012017,119.06509811572428,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Chrome"",""operating-system"":""Ubuntu 20""}"
1.0,300,"(560.0, 936.0)",46.78947368421053,13.21712982366532,23.18578545390656,6.76046821905457,889,193.0,111.94641575325224,56.61538461538461,34.56885762011471,203.8893359315001,112.29624386291633,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Chrome"",""operating-system"":""Ubuntu 20""}"
1.0,300,"(560.0, 136.0)",42.142857142857146,9.254526379205009,24.967580317356994,5.741169302915772,885,116.78571428571429,65.18674117096049,55.142857142857146,69.0908895615635,142.2963289382075,73.8529266225073,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Chrome"",""operating-system"":""Ubuntu 20""}"
1.0,300,"(1360.0, 936.0)",47.8421052631579,10.883416442579227,22.223924836960695,6.193707380142323,909,126.92307692307692,30.195418752013815,104.6923076923077,42.299999300572125,166.91787058702386,43.696961893174745,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Chrome"",""operating-system"":""Ubuntu 20""}"
1.0,300,"(960.0, 536.0)",39.95652173913044,9.971604296678013,26.535304392095416,6.233355992071431,919,116.29411764705883,32.55540924762391,149.47058823529412,29.06001426472024,192.64148522412054,25.678314152291463,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Chrome"",""operating-system"":""Ubuntu 20""}"
1.0,300,"(560.0, 536.0)",42.61904761904762,13.375443705951056,25.704751497681393,7.427228024918194,895,43.92307692307692,28.636881916807212,138.84615384615384,27.497821323057444,148.1883141480297,28.703934532693683,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Chrome"",""operating-system"":""Ubuntu 20""}"
1.0,300,"(1360.0, 136.0)",38.708333333333336,10.521720259644914,27.509627113650122,6.345857897477232,929,126.05882352941177,72.10896214857989,133.35294117647058,177.37329899743037,207.9933439644621,164.54054939707936,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Chrome"",""operating-system"":""Ubuntu 20""}"
1.0,300,"(960.0, 936.0)",48.89473684210526,12.21256788740321,21.84190291015059,5.791831413664458,929,26.53846153846154,20.04078681326346,85.23076923076923,112.59399754881993,96.73343948943226,108.12149217042712,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Chrome"",""operating-system"":""Ubuntu 20""}"
1.0,300,"(1360.0, 536.0)",43.95238095238095,11.643417067069805,24.18273396190736,5.595583543193064,923,122.25,38.79996778349178,85.875,20.696844566261785,152.5769251643103,31.203475886581213,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Chrome"",""operating-system"":""Ubuntu 20""}"
2.0,300,"(1360.0, 136.0)",40.95454545454545,12.024510092939614,26.28016476724522,6.578059251863638,901,98.4375,39.14551179573464,72.5,124.63897865435194,141.2465375933723,109.83102074497927,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Chrome"",""operating-system"":""Ubuntu 20""}"
