onset	duration	trial_index	typeOfSaccade	cueShownAtLeft	intraEnd	isTutorial	isSaccadeExperiment
0.0	40.181	0					
66.506	66.502	1					
71.328	4.82	2					
155.024	83.693	3					
161.736	6.708	4					
161.774		5					
161.775		6					
186.57		7					
193.922		8					
201.28	7.356	9					
213.091	11.81	10					
218.017	4.922	11					
229.945	11.924	12					
251.294	21.347	13					
257.221	5.924	14					
259.232		15					
263.757	4.524	16					
264.736	0.374	17					
265.705	0.394	18					
266.687	0.406	19					
267.557	0.314	20					
268.405	0.28	21					
269.274	0.278	22					
270.139	0.297	23					
270.962	0.249	24					
271.81	0.258	25					
272.648	0.284	26					
273.557	0.348	27					
276.106	2.489	28					
277.329	0.442	29					
278.461	0.353	30					
279.512	0.245	31					
280.563	0.293	32					
281.583	0.263	33					
282.605	0.226	34					
285.618		35					
288.821		36	prosaccade	True	2372.0	True	True
291.838		37	prosaccade	False	2176.0	True	True
294.955		38	prosaccade	False	2307.0	True	True
297.907		39	prosaccade	False	2105.0	True	True
300.899		40	prosaccade	True	2145.0	True	True
304.309		41	prosaccade	False	2595.0	True	True
307.611		42	prosaccade	True	2451.0	True	True
310.776		43	prosaccade	False	2350.0	True	True
314.069		44	prosaccade	True	2460.0	True	True
317.267		45	prosaccade	False	2361.0	True	True
320.277		46					
323.253		47	antisaccade	False	2135.0	True	True
326.555		48	antisaccade	False	2464.0	True	True
329.549		49	antisaccade	True	2178.0	True	True
332.467		50	antisaccade	True	2066.0	True	True
335.676		51	antisaccade	False	2363.0	True	True
338.648		52	antisaccade	True	2124.0	True	True
341.645		53	antisaccade	True	2156.0	True	True
345.053		54	antisaccade	True	2567.0	True	True
348.046		55	antisaccade	False	2152.0	True	True
351.153		56	antisaccade	False	2294.0	True	True
354.972	3.812	57					
357.654	2.677	58					
360.676		59					
364.069		60	prosaccade	False	2540.0	False	True
367.007		61	prosaccade	False	2089.0	False	True
370.167		62	prosaccade	True	2309.0	False	True
373.609		63	prosaccade	False	2596.0	False	True
376.565		64	prosaccade	False	2114.0	False	True
379.458		65	prosaccade	True	2049.0	False	True
382.515		66	prosaccade	True	2207.0	False	True
385.556		67	prosaccade	True	2207.0	False	True
388.494		68	prosaccade	True	2097.0	False	True
391.742		69	prosaccade	True	2406.0	False	True
394.946		70	prosaccade	True	2346.0	False	True
398.094		71	prosaccade	True	2298.0	False	True
401.374		72	prosaccade	False	2448.0	False	True
404.345		73	prosaccade	False	2126.0	False	True
407.517		74	prosaccade	True	2318.0	False	True
410.701		75	prosaccade	True	2329.0	False	True
414.142		76	prosaccade	True	2592.0	False	True
417.177		77	prosaccade	False	2184.0	False	True
420.281		78	prosaccade	False	2248.0	False	True
423.333		79	prosaccade	False	2203.0	False	True
426.354		80					
429.287		81	antisaccade	False	2112.0	False	True
432.485		82	antisaccade	True	2338.0	False	True
435.884		83	antisaccade	False	2551.0	False	True
439.352		84	antisaccade	False	2605.0	False	True
442.425		85	antisaccade	False	2223.0	False	True
445.48		86	antisaccade	False	2197.0	False	True
448.887		87	antisaccade	True	2566.0	False	True
451.91		88	antisaccade	True	2174.0	False	True
455.183		89	antisaccade	True	2422.0	False	True
458.43		90	antisaccade	True	2409.0	False	True
461.818		91	antisaccade	False	2561.0	False	True
465.233		92	antisaccade	True	2576.0	False	True
468.284		93	antisaccade	True	2188.0	False	True
471.716		94	antisaccade	True	2581.0	False	True
474.601		95	antisaccade	False	2064.0	False	True
477.599		96	antisaccade	True	2142.0	False	True
480.882		97	antisaccade	False	2430.0	False	True
484.225		98	antisaccade	False	2483.0	False	True
487.639		99	antisaccade	True	2572.0	False	True
491.108		100	antisaccade	True	2620.0	False	True
494.134		101					
497.49		102	prosaccade	False	2511.0	False	True
