onset	duration	trial_index	typeOfSaccade	cueShownAtLeft	intraEnd	isTutorial	isSaccadeExperiment
0.0	106.261	0					
37.435	37.432	1					
44.858	7.419	2					
187.578	142.717	3					
191.058	3.476	4					
191.138		5					
191.14		6					
206.399		7					
219.974		8					
236.879	16.902	9					
250.271	13.388	10					
261.777	11.503	11					
277.538	15.757	12					
308.167	30.625	13					
327.035	18.865	14					
329.044		15					
338.817	9.771	16					
339.714	0.28	17					
340.647	0.363	18					
341.546	0.345	19					
342.397	0.296	20					
343.286	0.335	21					
344.113	0.261	22					
344.961	0.274	23					
345.829	0.293	24					
346.647	0.262	25					
347.486	0.282	26					
348.365	0.324	27					
359.445	11.009	28					
360.521	0.293	29					
361.566	0.256	30					
362.572	0.225	31					
363.608	0.254	32					
364.603	0.219	33					
365.63	0.248	34					
367.654		35					
374.605	6.949	36					
375.473	0.262	37					
376.373	0.326	38					
377.221	0.292	39					
378.122	0.327	40					
378.875	0.196	41					
379.485	0.037	42					
380.296	0.234	43					
381.111	0.245	44					
381.957	0.289	45					
382.775	0.262	46					
383.589	0.26	47					
388.487	4.848	48					
389.431	0.164	49					
390.408	0.195	50					
391.347	0.157	51					
392.261	0.126	52					
393.182	0.158	53					
394.189	0.23	54					
397.202		55					
400.552		56	prosaccade	True	2518.0	True	True
404.004		57	prosaccade	False	2602.0	True	True
407.189		58	prosaccade	True	2344.0	True	True
410.141		59	prosaccade	False	2120.0	True	True
413.564		60	prosaccade	True	2581.0	True	True
416.768		61	prosaccade	True	2384.0	True	True
420.036		62	prosaccade	False	2419.0	True	True
423.209		63	prosaccade	True	2329.0	True	True
426.31		64	prosaccade	False	2263.0	True	True
429.346		65	prosaccade	False	2199.0	True	True
431.355		66					
434.746	3.386	67					
435.654	0.31	68					
436.528	0.312	69					
437.395	0.301	70					
438.299	0.338	71					
439.224	0.362	72					
440.109	0.315	73					
441.056	0.389	74					
442.051	0.437	75					
442.856	0.226	76					
443.683	0.268	77					
444.58	0.335	78					
445.94	1.311	79					
446.985	0.258	80					
447.858	0.09	81					
448.868	0.225	82					
449.833	0.167	83					
450.851	0.217	84					
451.914	0.279	85					
454.932		86					
458.02		87	antisaccade	True	2254.0	True	True
461.377		88	antisaccade	False	2527.0	True	True
464.399		89	antisaccade	True	2184.0	True	True
467.296		90	antisaccade	True	2054.0	True	True
470.571		91	antisaccade	True	2453.0	True	True
473.922		92	antisaccade	True	2501.0	True	True
477.086		93	antisaccade	True	2330.0	True	True
480.468		94	antisaccade	False	2538.0	True	True
483.779		95	antisaccade	True	2481.0	True	True
486.699		96	antisaccade	False	2071.0	True	True
492.349	5.643	97					
495.642	3.288	98					
497.662		99					
499.156	1.489	100					
500.53	0.767	101					
501.443	0.346	102					
502.291	0.274	103					
503.157	0.292	104					
504.05	0.334	105					
504.842	0.229	106					
505.745	0.342	107					
506.544	0.229	108					
507.353	0.237	109					
508.185	0.269	110					
509.046	0.296	111					
510.172	1.078	112					
511.214	0.245	113					
512.074	0.072	114					
513.092	0.232	115					
513.98	0.092	116					
514.996	0.222	117					
515.944	0.157	118					
518.966		119					
521.987		120	prosaccade	True	2183.0	False	True
525.414		121	prosaccade	True	2594.0	False	True
528.874		122	prosaccade	True	2612.0	False	True
531.882		123	prosaccade	False	2193.0	False	True
535.038		124	prosaccade	False	2331.0	False	True
538.091		125	prosaccade	True	2201.0	False	True
541.047		126	prosaccade	False	2117.0	False	True
544.211		127	prosaccade	False	2339.0	False	True
547.098		128	prosaccade	True	2041.0	False	True
550.504		129	prosaccade	False	2583.0	False	True
553.634		130	prosaccade	False	2290.0	False	True
556.635		131	prosaccade	True	2190.0	False	True
559.933		132	prosaccade	False	2452.0	False	True
563.192		133	prosaccade	False	2426.0	False	True
566.141		134	prosaccade	False	2119.0	False	True
569.174		135	prosaccade	False	2201.0	False	True
572.237		136	prosaccade	False	2224.0	False	True
575.257		137	prosaccade	False	2163.0	False	True
578.198		138	prosaccade	False	2097.0	False	True
581.582		139	prosaccade	False	2541.0	False	True
583.616		140					
585.126	1.499	141					
586.004	0.263	142					
586.92	0.332	143					
587.76	0.271	144					
588.624	0.301	145					
589.467	0.276	146					
590.319	0.28	147					
591.153	0.26	148					
591.986	0.264	149					
592.834	0.287	150					
593.67	0.263	151					
594.451	0.195	152					
595.549	1.044	153					
596.908	0.567	154					
597.896	0.184	155					
598.879	0.179	156					
599.785	0.115	157					
600.747	0.155	158					
601.792	0.236	159					
604.805		160					
608.001		161	antisaccade	False	2340.0	False	True
611.034		162	antisaccade	True	2205.0	False	True
614.475		163	antisaccade	False	2586.0	False	True
617.918		164	antisaccade	False	2589.0	False	True
621.156		165	antisaccade	False	2393.0	False	True
624.429		166	antisaccade	True	2425.0	False	True
627.871		167	antisaccade	True	2596.0	False	True
630.977		168	antisaccade	False	2279.0	False	True
633.888		169	antisaccade	True	2067.0	False	True
637.163		170	antisaccade	True	2435.0	False	True
640.53		171	antisaccade	False	2508.0	False	True
643.699		172	antisaccade	False	2345.0	False	True
647.096		173	antisaccade	False	2534.0	False	True
650.479		174	antisaccade	False	2531.0	False	True
653.652		175	antisaccade	True	2348.0	False	True
656.653		176	antisaccade	False	2163.0	False	True
659.951		177	antisaccade	False	2456.0	False	True
663.371		178	antisaccade	True	2562.0	False	True
666.44		179	antisaccade	True	2250.0	False	True
669.343		180	antisaccade	False	2061.0	False	True
671.36		181					
673.421	2.046	182					
674.299	0.266	183					
675.193	0.327	184					
676.011	0.255	185					
676.883	0.301	186					
677.747	0.298	187					
678.661	0.329	188					
679.545	0.312	189					
680.393	0.259	190					
681.213	0.256	191					
682.06	0.26	192					
682.975	0.32	193					
684.127	1.096	194					
685.088	0.171	195					
686.082	0.184	196					
687.005	0.125	197					
687.855	0.057	198					
688.874	0.232	199					
689.864	0.187	200					
692.902		201					
696.059		202	prosaccade	True	2308.0	False	True
699.114	0.078	203	prosaccade	False	2212.0	False	True
702.01		204	prosaccade	False	2057.0	False	True
705.139		205	prosaccade	True	2290.0	False	True
708.485		206	prosaccade	True	2507.0	False	True
711.537		207	prosaccade	False	2202.0	False	True
714.453		208	prosaccade	False	2080.0	False	True
717.821		209	prosaccade	False	2540.0	False	True
721.022		210	prosaccade	False	2362.0	False	True
724.054		211	prosaccade	True	2203.0	False	True
727.422		212	prosaccade	True	2521.0	False	True
730.392		213	prosaccade	True	2142.0	False	True
733.569		214	prosaccade	True	2322.0	False	True
736.493		215	prosaccade	False	2085.0	False	True
739.594		216	prosaccade	True	2240.0	False	True
742.693		217	prosaccade	False	2281.0	False	True
745.898		218	prosaccade	False	2361.0	False	True
749.209		219	prosaccade	True	2490.0	False	True
752.643		220	prosaccade	True	2569.0	False	True
755.82		221	prosaccade	False	2347.0	False	True
758.856		222					
761.828		223	antisaccade	True	2118.0	False	True
764.955		224	antisaccade	True	2289.0	False	True
768.043		225	antisaccade	True	2244.0	False	True
771.201		226	antisaccade	False	2309.0	False	True
774.19		227	antisaccade	False	2124.0	False	True
777.118		228	antisaccade	True	2092.0	False	True
780.016		229	antisaccade	True	2060.0	False	True
783.287		230	antisaccade	False	2422.0	False	True
786.676		231	antisaccade	False	2542.0	False	True
789.832		232	antisaccade	True	2312.0	False	True
792.993		233	antisaccade	True	2317.0	False	True
796.01		234	antisaccade	False	2145.0	False	True
799.084		235	antisaccade	True	2228.0	False	True
802.387		236	antisaccade	True	2463.0	False	True
805.626		237	antisaccade	True	2406.0	False	True
808.898		238	antisaccade	True	2426.0	False	True
812.335		239	antisaccade	True	2586.0	False	True
815.498		240	antisaccade	True	2312.0	False	True
818.398		241	antisaccade	False	2054.0	False	True
821.506		242	antisaccade	True	2276.0	False	True
829.001	7.474	243					
831.026		244					
832.277	1.235	245					
833.225	0.328	246					
834.131	0.333	247					
834.993	0.268	248					
835.875	0.293	249					
836.703	0.238	250					
837.558	0.259	251					
838.482	0.328	252					
839.332	0.268	253					
840.226	0.321	254					
841.048	0.226	255					
841.886	0.267	256					
846.209	4.261	257					
847.272	0.269	258					
848.316	0.245	259					
849.339	0.224	260					
850.354	0.222	261					
851.385	0.23	262					
852.386	0.2	263					
855.418		264					
858.748		265	prosaccade	False	2487.0	False	True
861.9		266	prosaccade	False	2315.0	False	True
864.821		267	prosaccade	True	2058.0	False	True
868.137		268	prosaccade	False	2473.0	False	True
871.327		269	prosaccade	True	2344.0	False	True
874.436		270	prosaccade	False	2277.0	False	True
877.329		271	prosaccade	False	2027.0	False	True
880.503		272	prosaccade	True	2316.0	False	True
883.881		273	prosaccade	True	2534.0	False	True
886.924		274	prosaccade	False	2217.0	False	True
890.194		275	prosaccade	True	2433.0	False	True
893.46		276	prosaccade	False	2405.0	False	True
