onset	duration	trial_index	typeOfSaccade	cueShownAtLeft	intraEnd	isTutorial	isSaccadeExperiment
0.0	408.34	0					
16.163	16.159	1					
21.129	4.962	2					
102.24	81.106	3					
106.304	4.06	4					
106.394		5					
106.395		6					
131.686		7					
139.882		8					
151.102	11.218	9					
162.149	11.044	10					
168.377	6.224	11					
177.805	9.425	12					
193.87	16.064	13					
206.856	12.982	14					
208.862		15					
213.028	4.165	16					
214.442	0.792	17					
215.478	0.46	18					
216.349	0.299	19					
217.394	0.49	20					
218.381	0.43	21					
219.43	0.496	22					
220.312	0.324	23					
221.172	0.303	24					
222.078	0.331	25					
222.902	0.251	26					
223.832	0.376	27					
228.509	4.619	28					
229.489	0.188	29					
230.657	0.387	30					
232.036	0.588	31					
233.078	0.253	32					
234.242	0.376	33					
235.273	0.245	34					
238.304		35					
241.424		36	prosaccade	False	2285.0	True	True
244.415		37	prosaccade	False	2142.0	True	True
247.715		38	prosaccade	False	2464.0	True	True
250.948		39	prosaccade	False	2388.0	True	True
254.231		40	prosaccade	False	2447.0	True	True
257.146		41	prosaccade	False	2065.0	True	True
260.13		42	prosaccade	True	2152.0	True	True
263.243		43	prosaccade	True	2266.0	True	True
266.117		44	prosaccade	False	2029.0	True	True
269.032		45	prosaccade	True	2090.0	True	True
272.063		46					
275.4		47	antisaccade	True	2501.0	True	True
278.715		48	antisaccade	True	2470.0	True	True
281.676		49	antisaccade	True	2112.0	True	True
285.098		50	antisaccade	False	2582.0	True	True
288.227		51	antisaccade	True	2321.0	True	True
291.447		52	antisaccade	True	2381.0	True	True
294.904		53	antisaccade	False	2617.0	True	True
298.227		54	antisaccade	True	2491.0	True	True
301.357		55	antisaccade	False	2295.0	True	True
304.719		56	antisaccade	True	2528.0	True	True
308.816	4.09	57					
311.53	2.708	58					
313.55		59					
319.893	6.338	60					
320.884	0.37	61					
321.908	0.46	62					
322.787	0.321	63					
323.694	0.345	64					
324.628	0.364	65					
325.533	0.324	66					
326.462	0.362	67					
327.266	0.222	68					
328.077	0.234	69					
328.947	0.295	70					
329.863	0.361	71					
334.964	5.051	72					
336.075	0.326	73					
337.173	0.302	74					
338.34	0.361	75					
339.435	0.312	76					
340.514	0.28	77					
341.601	0.318	78					
343.619		79					
346.292	2.666	80					
347.458	0.563	81					
348.423	0.401	82					
349.383	0.392	83					
350.302	0.358	84					
351.204	0.341	85					
352.15	0.387	86					
353.036	0.327	87					
353.908	0.303	88					
354.804	0.328	89					
355.65	0.29	90					
356.672	0.447	91					
359.532	2.811	92					
360.708	0.389	93					
361.608	0.103	94					
362.702	0.3	95					
363.798	0.331	96					
364.87	0.274	97					
366.037	0.363	98					
369.059		99					
372.223		100	prosaccade	False	2321.0	False	True
