onset	duration	trial_index	typeOfSaccade	cueShownAtLeft	intraEnd	isTutorial	isSaccadeExperiment
0.0	432.093	0					
45.243	45.239	1					
49.593	4.347	2					
147.544	97.947	3					
157.056	9.507	4					
157.092		5					
157.093		6					
195.819		7					
212.762		8					
228.595	15.83	9					
247.672	19.074	10					
256.259	8.582	11					
272.28	16.017	12					
282.857	10.574	13					
298.713	15.852	14					
300.729		15					
310.924	10.193	16					
312.136	0.601	17					
313.363	0.657	18					
314.652	0.715	19					
315.948	0.73	20					
317.298	0.795	21					
318.45	0.579	22					
319.498	0.491	23					
320.45	0.379	24					
321.434	0.43	25					
322.435	0.448	26					
323.551	0.547	27					
326.393	2.785	28					
327.881	0.701	29					
329.15	0.488	30					
330.531	0.586	31					
331.794	0.481	32					
333.026	0.438	33					
334.44	0.653	34					
337.461		35					
340.572		36	prosaccade	False	2273.0	True	True
343.544		37	prosaccade	False	2133.0	True	True
346.806		38	prosaccade	False	2450.0	True	True
350.055		39	prosaccade	False	2404.0	True	True
353.241		40	prosaccade	True	2352.0	True	True
356.572		41	prosaccade	False	2498.0	True	True
359.816		42	prosaccade	False	2414.0	True	True
362.761		43	prosaccade	False	2100.0	True	True
366.095		44	prosaccade	False	2510.0	True	True
369.174		45	prosaccade	True	2249.0	True	True
371.191		46					
373.913	2.719	47					
374.945	0.411	48					
375.912	0.406	49					
376.969	0.496	50					
377.968	0.431	51					
378.96	0.437	52					
380.067	0.543	53					
381.241	0.616	54					
382.337	0.534	55					
383.322	0.403	56					
384.392	0.51	57					
385.371	0.425	58					
387.215	1.795	59					
388.426	0.416	60					
389.576	0.351	61					
390.683	0.33	62					
391.892	0.408	63					
393.076	0.409	64					
394.334	0.48	65					
397.36		66					
400.45		67	antisaccade	True	2252.0	True	True
403.686		68	antisaccade	False	2391.0	True	True
406.839		69	antisaccade	True	2323.0	True	True
410.172		70	antisaccade	True	2507.0	True	True
413.072		71	antisaccade	False	2078.0	True	True
416.201		72	antisaccade	False	2292.0	True	True
419.348		73	antisaccade	True	2300.0	True	True
422.281		74	antisaccade	False	2096.0	True	True
425.151		75	antisaccade	False	2037.0	True	True
428.206		76	antisaccade	True	2231.0	True	True
432.618	4.407	77					
435.137	2.514	78					
437.154		79					
438.602	1.444	80					
439.791	0.565	81					
440.937	0.591	82					
442.138	0.629	83					
443.338	0.628	84					
444.576	0.677	85					
445.855	0.722	86					
446.939	0.522	87					
448.173	0.662	88					
449.362	0.632	89					
450.825	0.897	90					
451.928	0.543	91					
453.868	1.89	92					
455.068	0.403	93					
456.334	0.481	94					
457.722	0.601	95					
459.091	0.587	96					
460.479	0.6	97					
461.905	0.635	98					
464.929		99					
468.13		100	prosaccade	False	2355.0	False	True
471.186		101	prosaccade	False	2210.0	False	True
474.388		102	prosaccade	True	2353.0	False	True
477.448		103	prosaccade	True	2230.0	False	True
480.578		104	prosaccade	True	2291.0	False	True
484.007		105	prosaccade	True	2581.0	False	True
487.439		106	prosaccade	False	2611.0	False	True
490.463		107	prosaccade	False	2188.0	False	True
493.383		108	prosaccade	False	2072.0	False	True
496.557		109	prosaccade	True	2338.0	False	True
499.838		110	prosaccade	False	2429.0	False	True
503.127		111	prosaccade	False	2452.0	False	True
506.363		112	prosaccade	True	2395.0	False	True
509.668		113	prosaccade	True	2473.0	False	True
512.702		114	prosaccade	False	2214.0	False	True
515.756		115	prosaccade	False	2201.0	False	True
518.789		116	prosaccade	False	2201.0	False	True
521.919		117	prosaccade	True	2291.0	False	True
524.921		118	prosaccade	True	2148.0	False	True
527.942		119	prosaccade	False	2191.0	False	True
530.954		120					
534.338		121	antisaccade	True	2544.0	False	True
537.227		122	antisaccade	True	2043.0	False	True
540.429		123	antisaccade	True	2382.0	False	True
543.43		124	antisaccade	False	2150.0	False	True
546.425		125	antisaccade	False	2156.0	False	True
549.448		126	antisaccade	True	2182.0	False	True
552.587		127	antisaccade	False	2315.0	False	True
555.628		128	antisaccade	True	2203.0	False	True
558.508		129	antisaccade	False	2025.0	False	True
561.815		130	antisaccade	True	2459.0	False	True
565.216		131	antisaccade	True	2561.0	False	True
568.118		132	antisaccade	False	2080.0	False	True
571.202		133	antisaccade	True	2244.0	False	True
574.605		134	antisaccade	False	2565.0	False	True
577.524		135	antisaccade	True	2084.0	False	True
580.607		136	antisaccade	False	2231.0	False	True
583.84		137	antisaccade	False	2406.0	False	True
586.868		138	antisaccade	True	2202.0	False	True
590.165		139	antisaccade	False	2433.0	False	True
593.365		140	antisaccade	False	2369.0	False	True
595.392		141					
597.077	1.672	142					
598.495	0.794	143					
599.778	0.72	144					
600.932	0.59	145					
602.105	0.588	146					
603.216	0.531	147					
604.268	0.467	148					
605.241	0.403	149					
606.234	0.423	150					
607.299	0.495	151					
608.241	0.371	152					
609.305	0.494	153					
611.029	1.669	154					
612.212	0.416	155					
613.365	0.345	156					
614.588	0.416	157					
615.834	0.44	158					
617.05	0.422	159					
618.328	0.483	160					
621.341		161					
624.65		162	prosaccade	False	2478.0	False	True
627.905		163	prosaccade	True	2400.0	False	True
631.201		164	prosaccade	False	2451.0	False	True
634.649		165	prosaccade	True	2592.0	False	True
637.856		166	prosaccade	False	2380.0	False	True
640.789		167	prosaccade	False	2103.0	False	True
644.023		168	prosaccade	False	2385.0	False	True
647.399		169	prosaccade	True	2530.0	False	True
650.651		170	prosaccade	False	2397.0	False	True
653.689		171	prosaccade	True	2198.0	False	True
656.65		172	prosaccade	False	2118.0	False	True
659.903		173	prosaccade	False	2397.0	False	True
663.174		174	prosaccade	True	2411.0	False	True
666.13		175	prosaccade	False	2108.0	False	True
668.997		176	prosaccade	False	2029.0	False	True
672.377		177	prosaccade	True	2530.0	False	True
675.793		178	prosaccade	True	2576.0	False	True
679.2		179	prosaccade	False	2579.0	False	True
682.459		180	prosaccade	False	2405.0	False	True
685.399		181	prosaccade	True	2098.0	False	True
688.426		182					
691.727		183	antisaccade	True	2451.0	False	True
694.707		184	antisaccade	True	2139.0	False	True
698.145		185	antisaccade	False	2598.0	False	True
701.421		186	antisaccade	True	2417.0	False	True
704.548		187	antisaccade	False	2288.0	False	True
707.523		188	antisaccade	False	2130.0	False	True
710.928		189	antisaccade	False	2584.0	False	True
714.364		190	antisaccade	False	2572.0	False	True
717.3		191	antisaccade	False	2091.0	False	True
720.446		192	antisaccade	True	2304.0	False	True
723.76		193	antisaccade	True	2460.0	False	True
727.01		194	antisaccade	False	2419.0	False	True
730.052		195	antisaccade	False	2194.0	False	True
733.331		196	antisaccade	True	2440.0	False	True
736.431		197	antisaccade	True	2273.0	False	True
739.677		198	antisaccade	True	2404.0	False	True
742.944		199	antisaccade	True	2423.0	False	True
746.097		200	antisaccade	False	2295.0	False	True
749.159		201	antisaccade	True	2195.0	False	True
752.163		202	antisaccade	False	2157.0	False	True
760.293	8.112	203					
