"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","load_time","success","jspsych_start_time","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","win_width_deg","win_height_deg","stimulus","response_type","key_press","avg_frame_time","center_x","center_y","rastoc-type","stimulus-coordinate","calibration-id","calibration-point-id","inner-width","inner-height","webgazer_data","webgazer_targets","session-id","validation-id","tracked-trial-id","trial-tag","start-x","start-y","events"
"null","null","psychophysics","128","241100","0.0-5.0-2.1-1.74-0.74","","","","","","","","","","","","","","key","null","25.00722222222248","960","536","tracked-stimulus","","","","","","[{""x"":1348,""y"":186,""t"":0},{""x"":1359,""y"":189,""t"":57},{""x"":1376,""y"":196,""t"":105},{""x"":1317,""y"":228,""t"":176},{""x"":1321,""y"":335,""t"":247},{""x"":1249,""y"":344,""t"":297},{""x"":1262,""y"":444,""t"":346},{""x"":1318,""y"":625,""t"":417},{""x"":1361,""y"":700,""t"":471},{""x"":1347,""y"":738,""t"":503},{""x"":1349,""y"":781,""t"":551},{""x"":1326,""y"":817,""t"":621},{""x"":1343,""y"":827,""t"":670},{""x"":1331,""y"":804,""t"":721},{""x"":1274,""y"":799,""t"":773},{""x"":1304,""y"":822,""t"":821},{""x"":1288,""y"":801,""t"":875},{""x"":1305,""y"":839,""t"":923}]","{}","2","9","84","validation-stimulus","399","399",""
"null","null","psychophysics","129","242041","0.0-5.0-2.1-1.75-0.75","","","","","","","","","","","","","","key","null","25.470083333333605","960","536","tracked-stimulus","","","","","","[{""x"":1303,""y"":853,""t"":0},{""x"":1291,""y"":842,""t"":64},{""x"":1303,""y"":817,""t"":89},{""x"":1231,""y"":809,""t"":144},{""x"":1114,""y"":703,""t"":195},{""x"":1078,""y"":642,""t"":247},{""x"":1045,""y"":621,""t"":297},{""x"":956,""y"":677,""t"":347},{""x"":659,""y"":788,""t"":396},{""x"":506,""y"":865,""t"":443},{""x"":416,""y"":801,""t"":514},{""x"":451,""y"":762,""t"":588},{""x"":443,""y"":784,""t"":635},{""x"":509,""y"":757,""t"":689},{""x"":533,""y"":728,""t"":734},{""x"":557,""y"":773,""t"":787},{""x"":569,""y"":828,""t"":858},{""x"":531,""y"":853,""t"":913}]","{}","2","9","85","validation-stimulus","-399","399",""
"null","null","psychophysics","130","242977","0.0-5.0-2.1-1.76-0.76","","","","","","","","","","","","","","key","null","24.782324324324225","960","536","tracked-stimulus","","","","","","[{""x"":527,""y"":832,""t"":0},{""x"":537,""y"":768,""t"":56},{""x"":535,""y"":773,""t"":104},{""x"":537,""y"":617,""t"":178},{""x"":568,""y"":524,""t"":250},{""x"":628,""y"":427,""t"":299},{""x"":687,""y"":200,""t"":349},{""x"":605,""y"":42,""t"":396},{""x"":618,""y"":0,""t"":446},{""x"":584,""y"":16,""t"":516},{""x"":542,""y"":60,""t"":588},{""x"":504,""y"":54,""t"":635},{""x"":479,""y"":24,""t"":686},{""x"":507,""y"":43,""t"":736},{""x"":609,""y"":74,""t"":788},{""x"":567,""y"":126,""t"":857},{""x"":539,""y"":139,""t"":927}]","{}","2","9","86","validation-stimulus","-399","-399",""
"null","null","psychophysics","131","243909","0.0-5.0-2.1-1.77-0.77","","","","","","","","","","","","","","key","null","24.782081081081227","960","536","tracked-stimulus","","","","","","[{""x"":532,""y"":139,""t"":0},{""x"":533,""y"":126,""t"":59},{""x"":500,""y"":140,""t"":97},{""x"":553,""y"":177,""t"":147},{""x"":808,""y"":248,""t"":196},{""x"":1022,""y"":296,""t"":247},{""x"":1149,""y"":289,""t"":297},{""x"":1174,""y"":317,""t"":348},{""x"":1122,""y"":318,""t"":399},{""x"":1024,""y"":338,""t"":449},{""x"":1070,""y"":393,""t"":521},{""x"":1040,""y"":433,""t"":568},{""x"":1003,""y"":404,""t"":620},{""x"":946,""y"":401,""t"":667},{""x"":935,""y"":404,""t"":716},{""x"":981,""y"":455,""t"":787},{""x"":1010,""y"":421,""t"":860},{""x"":1022,""y"":422,""t"":906}]","{}","2","9","87","validation-stimulus","0","0",""
"null","null","psychophysics","132","244849","0.0-5.0-2.1-1.78-0.78","","","","","","","","","","","","","","key","null","24.78227027026996","960","536","tracked-stimulus","","","","","","[{""x"":1027,""y"":428,""t"":0},{""x"":1031,""y"":462,""t"":57},{""x"":992,""y"":430,""t"":103},{""x"":985,""y"":432,""t"":175},{""x"":972,""y"":472,""t"":253},{""x"":1050,""y"":271,""t"":300},{""x"":1112,""y"":104,""t"":353},{""x"":1100,""y"":73,""t"":400},{""x"":1089,""y"":55,""t"":448},{""x"":1083,""y"":72,""t"":524},{""x"":1056,""y"":119,""t"":571},{""x"":1055,""y"":146,""t"":620},{""x"":1019,""y"":102,""t"":669},{""x"":987,""y"":72,""t"":720},{""x"":955,""y"":109,""t"":791},{""x"":953,""y"":119,""t"":837},{""x"":1026,""y"":114,""t"":887}]","{}","2","9","88","validation-stimulus","0","-399",""
"null","null","psychophysics","133","245785","0.0-5.0-2.1-1.79-0.79","","","","","","","","","","","","","","key","null","24.331513513513602","960","536","tracked-stimulus","","","","","","[{""x"":1068,""y"":165,""t"":0},{""x"":1054,""y"":156,""t"":60},{""x"":991,""y"":64,""t"":107},{""x"":1001,""y"":78,""t"":175},{""x"":870,""y"":322,""t"":244},{""x"":622,""y"":520,""t"":315},{""x"":519,""y"":563,""t"":368},{""x"":527,""y"":559,""t"":394},{""x"":474,""y"":500,""t"":442},{""x"":398,""y"":358,""t"":515},{""x"":353,""y"":275,""t"":589},{""x"":391,""y"":284,""t"":639},{""x"":403,""y"":269,""t"":689},{""x"":422,""y"":268,""t"":738},{""x"":452,""y"":308,""t"":787},{""x"":483,""y"":345,""t"":859},{""x"":520,""y"":381,""t"":929}]","{}","2","9","89","validation-stimulus","-399","0",""
"null","null","psychophysics","134","246715","0.0-5.0-2.1-1.80-0.80","","","","","","","","","","","","","","key","null","25.47069444444464","960","536","tracked-stimulus","","","","","","[{""x"":524,""y"":385,""t"":0},{""x"":515,""y"":371,""t"":58},{""x"":487,""y"":330,""t"":106},{""x"":458,""y"":406,""t"":179},{""x"":701,""y"":428,""t"":235},{""x"":984,""y"":457,""t"":261},{""x"":1209,""y"":497,""t"":312},{""x"":1394,""y"":528,""t"":365},{""x"":1445,""y"":511,""t"":414},{""x"":1414,""y"":521,""t"":486},{""x"":1403,""y"":515,""t"":535},{""x"":1404,""y"":511,""t"":585},{""x"":1341,""y"":507,""t"":654},{""x"":1314,""y"":492,""t"":704},{""x"":1288,""y"":497,""t"":754},{""x"":1286,""y"":497,""t"":826},{""x"":1319,""y"":516,""t"":875},{""x"":1308,""y"":558,""t"":923}]","{}","2","9","90","validation-stimulus","399","0",""
"null","null","psychophysics","135","248756","0.0-5.0-2.1-0.9","","","","","","","","","","","","","","key","null","24.80392682926819","960","536","tracked-stimulus","","","","","","[{""x"":1305,""y"":567,""t"":0},{""x"":1261,""y"":581,""t"":64},{""x"":1237,""y"":618,""t"":87},{""x"":1206,""y"":559,""t"":137},{""x"":1225,""y"":389,""t"":210},{""x"":1214,""y"":441,""t"":260},{""x"":1233,""y"":418,""t"":309},{""x"":1065,""y"":487,""t"":382},{""x"":975,""y"":447,""t"":453},{""x"":940,""y"":440,""t"":504},{""x"":1018,""y"":372,""t"":530},{""x"":1018,""y"":376,""t"":580},{""x"":970,""y"":445,""t"":650},{""x"":945,""y"":493,""t"":682},{""x"":909,""y"":532,""t"":751},{""x"":957,""y"":534,""t"":824},{""x"":955,""y"":549,""t"":875},{""x"":980,""y"":544,""t"":922},{""x"":1028,""y"":481,""t"":996},{""x"":1015,""y"":487,""t"":1046},{""x"":996,""y"":502,""t"":1094},{""x"":966,""y"":503,""t"":1145},{""x"":903,""y"":477,""t"":1195},{""x"":921,""y"":500,""t"":1267},{""x"":949,""y"":490,""t"":1316},{""x"":962,""y"":494,""t"":1373},{""x"":981,""y"":585,""t"":1433},{""x"":962,""y"":589,""t"":1485},{""x"":939,""y"":577,""t"":1529},{""x"":953,""y"":519,""t"":1600},{""x"":965,""y"":461,""t"":1672},{""x"":944,""y"":572,""t"":1745},{""x"":910,""y"":599,""t"":1793},{""x"":953,""y"":517,""t"":1844},{""x"":999,""y"":588,""t"":1917},{""x"":958,""y"":585,""t"":1965},{""x"":948,""y"":600,""t"":1992}]","{}","2","10","91","fixation-stimulus","0","0",""
"null","null","psychophysics","136","249708","0.0-5.0-2.1-1.81-0.81","","","","","","","","","","","","","","key","null","24.781945945945964","960","536","tracked-stimulus","","","","","","[{""x"":976,""y"":559,""t"":0},{""x"":997,""y"":562,""t"":64},{""x"":985,""y"":590,""t"":89},{""x"":942,""y"":591,""t"":138},{""x"":998,""y"":574,""t"":212},{""x"":986,""y"":515,""t"":259},{""x"":744,""y"":422,""t"":308},{""x"":631,""y"":200,""t"":382},{""x"":559,""y"":76,""t"":454},{""x"":494,""y"":58,""t"":502},{""x"":455,""y"":47,""t"":553},{""x"":468,""y"":91,""t"":603},{""x"":494,""y"":127,""t"":653},{""x"":550,""y"":160,""t"":722},{""x"":568,""y"":138,""t"":773},{""x"":549,""y"":157,""t"":821},{""x"":499,""y"":151,""t"":874},{""x"":493,""y"":186,""t"":923}]","{}","2","10","92","validation-stimulus","-399","-399",""
"null","null","psychophysics","137","250640","0.0-5.0-2.1-1.82-0.82","","","","","","","","","","","","","","key","null","25.00713888888923","960","536","tracked-stimulus","","","","","","[{""x"":536,""y"":142,""t"":0},{""x"":513,""y"":143,""t"":53},{""x"":547,""y"":215,""t"":103},{""x"":813,""y"":153,""t"":175},{""x"":968,""y"":200,""t"":246},{""x"":955,""y"":199,""t"":298},{""x"":972,""y"":371,""t"":346},{""x"":958,""y"":600,""t"":418},{""x"":946,""y"":710,""t"":472},{""x"":998,""y"":720,""t"":498},{""x"":970,""y"":722,""t"":526},{""x"":957,""y"":706,""t"":575},{""x"":1034,""y"":682,""t"":604},{""x"":1013,""y"":712,""t"":652},{""x"":947,""y"":747,""t"":724},{""x"":963,""y"":750,""t"":775},{""x"":903,""y"":727,""t"":825},{""x"":940,""y"":746,""t"":875},{""x"":947,""y"":728,""t"":924}]","{}","2","10","93","validation-stimulus","0","399",""
"null","null","psychophysics","138","251577","0.0-5.0-2.1-1.83-0.83","","","","","","","","","","","","","","key","null","25.232405405405064","960","536","tracked-stimulus","","","","","","[{""x"":949,""y"":711,""t"":0},{""x"":906,""y"":754,""t"":56},{""x"":906,""y"":769,""t"":105},{""x"":927,""y"":705,""t"":175},{""x"":901,""y"":666,""t"":247},{""x"":895,""y"":611,""t"":294},{""x"":932,""y"":544,""t"":344},{""x"":957,""y"":499,""t"":403},{""x"":937,""y"":479,""t"":433},{""x"":949,""y"":467,""t"":483},{""x"":966,""y"":506,""t"":555},{""x"":1010,""y"":519,""t"":608},{""x"":1047,""y"":471,""t"":635},{""x"":1038,""y"":461,""t"":687},{""x"":990,""y"":477,""t"":758},{""x"":987,""y"":535,""t"":809},{""x"":914,""y"":545,""t"":858},{""x"":907,""y"":588,""t"":908}]","{}","2","10","94","validation-stimulus","0","0",""
"null","null","psychophysics","139","252527","0.0-5.0-2.1-1.84-0.84","","","","","","","","","","","","","","key","null","24.782135135134702","960","536","tracked-stimulus","","","","","","[{""x"":932,""y"":585,""t"":0},{""x"":979,""y"":502,""t"":57},{""x"":1020,""y"":467,""t"":108},{""x"":994,""y"":505,""t"":180},{""x"":950,""y"":562,""t"":230},{""x"":925,""y"":474,""t"":279},{""x"":984,""y"":238,""t"":328},{""x"":1058,""y"":48,""t"":380},{""x"":1037,""y"":-10,""t"":453},{""x"":988,""y"":14,""t"":501},{""x"":1027,""y"":69,""t"":554},{""x"":1017,""y"":117,""t"":628},{""x"":1047,""y"":71,""t"":679},{""x"":1029,""y"":68,""t"":751},{""x"":961,""y"":58,""t"":825},{""x"":1037,""y"":114,""t"":874},{""x"":1024,""y"":89,""t"":923}]","{}","2","10","95","validation-stimulus","0","-399",""
"null","null","psychophysics","140","253463","0.0-5.0-2.1-1.85-0.85","","","","","","","","","","","","","","key","null","24.78240540540522","960","536","tracked-stimulus","","","","","","[{""x"":998,""y"":100,""t"":0},{""x"":1037,""y"":114,""t"":57},{""x"":1049,""y"":129,""t"":106},{""x"":1079,""y"":131,""t"":183},{""x"":1070,""y"":154,""t"":232},{""x"":1162,""y"":203,""t"":260},{""x"":1263,""y"":217,""t"":307},{""x"":1324,""y"":212,""t"":378},{""x"":1343,""y"":152,""t"":448},{""x"":1387,""y"":199,""t"":517},{""x"":1417,""y"":168,""t"":569},{""x"":1402,""y"":124,""t"":619},{""x"":1384,""y"":123,""t"":671},{""x"":1335,""y"":110,""t"":719},{""x"":1338,""y"":134,""t"":792},{""x"":1304,""y"":207,""t"":848},{""x"":1287,""y"":227,""t"":851},{""x"":1274,""y"":162,""t"":928}]","{}","2","10","96","validation-stimulus","399","-399",""
"null","null","psychophysics","141","254405","0.0-5.0-2.1-1.86-0.86","","","","","","","","","","","","","","key","null","24.78183783783744","960","536","tracked-stimulus","","","","","","[{""x"":1272,""y"":140,""t"":0},{""x"":1344,""y"":93,""t"":75},{""x"":1367,""y"":162,""t"":125},{""x"":1362,""y"":118,""t"":179},{""x"":1348,""y"":106,""t"":231},{""x"":1017,""y"":205,""t"":279},{""x"":511,""y"":294,""t"":347},{""x"":310,""y"":330,""t"":398},{""x"":277,""y"":329,""t"":447},{""x"":292,""y"":298,""t"":517},{""x"":323,""y"":297,""t"":570},{""x"":367,""y"":293,""t"":617},{""x"":392,""y"":319,""t"":689},{""x"":406,""y"":357,""t"":737},{""x"":414,""y"":343,""t"":791},{""x"":387,""y"":337,""t"":842},{""x"":415,""y"":328,""t"":890}]","{}","2","10","97","validation-stimulus","-399","0",""
"null","null","psychophysics","142","255350","0.0-5.0-2.1-1.87-0.87","","","","","","","","","","","","","","key","null","24.781972972972703","960","536","tracked-stimulus","","","","","","[{""x"":408,""y"":303,""t"":0},{""x"":427,""y"":307,""t"":55},{""x"":447,""y"":330,""t"":104},{""x"":780,""y"":370,""t"":177},{""x"":884,""y"":386,""t"":227},{""x"":973,""y"":400,""t"":278},{""x"":960,""y"":463,""t"":349},{""x"":626,""y"":672,""t"":418},{""x"":512,""y"":730,""t"":470},{""x"":497,""y"":726,""t"":497},{""x"":468,""y"":702,""t"":545},{""x"":480,""y"":680,""t"":620},{""x"":501,""y"":710,""t"":670},{""x"":499,""y"":713,""t"":719},{""x"":499,""y"":743,""t"":792},{""x"":521,""y"":768,""t"":844},{""x"":517,""y"":776,""t"":870},{""x"":532,""y"":824,""t"":916}]","{}","2","10","98","validation-stimulus","-399","399",""
"null","null","psychophysics","143","256279","0.0-5.0-2.1-1.88-0.88","","","","","","","","","","","","","","key","null","24.331351351351604","960","536","tracked-stimulus","","","","","","[{""x"":517,""y"":820,""t"":0},{""x"":506,""y"":810,""t"":57},{""x"":525,""y"":776,""t"":105},{""x"":509,""y"":820,""t"":175},{""x"":656,""y"":836,""t"":248},{""x"":914,""y"":819,""t"":300},{""x"":1080,""y"":802,""t"":328},{""x"":1199,""y"":803,""t"":377},{""x"":1436,""y"":832,""t"":450},{""x"":1440,""y"":829,""t"":501},{""x"":1417,""y"":865,""t"":550},{""x"":1370,""y"":870,""t"":623},{""x"":1345,""y"":843,""t"":674},{""x"":1309,""y"":839,""t"":700},{""x"":1274,""y"":868,""t"":735},{""x"":1226,""y"":888,""t"":781},{""x"":1289,""y"":877,""t"":851},{""x"":1294,""y"":853,""t"":921}]","{}","2","10","99","validation-stimulus","399","399",""
"null","null","psychophysics","144","257220","0.0-5.0-2.1-1.89-0.89","","","","","","","","","","","","","","key","null","24.782162162162226","960","536","tracked-stimulus","","","","","","[{""x"":1292,""y"":845,""t"":0},{""x"":1211,""y"":875,""t"":59},{""x"":1247,""y"":780,""t"":109},{""x"":1072,""y"":656,""t"":159},{""x"":865,""y"":593,""t"":209},{""x"":928,""y"":555,""t"":279},{""x"":1026,""y"":523,""t"":352},{""x"":1229,""y"":525,""t"":399},{""x"":1321,""y"":540,""t"":453},{""x"":1375,""y"":452,""t"":502},{""x"":1378,""y"":434,""t"":551},{""x"":1388,""y"":447,""t"":601},{""x"":1368,""y"":446,""t"":650},{""x"":1355,""y"":549,""t"":721},{""x"":1316,""y"":545,""t"":793},{""x"":1320,""y"":539,""t"":843},{""x"":1354,""y"":561,""t"":891}]","{}","2","10","100","validation-stimulus","399","0",""
"null","null","psychophysics","145","259269","0.0-5.0-2.1-0.10","","","","","","","","","","","","","","key","null","24.600731707316832","960","536","tracked-stimulus","","","","","","[{""x"":1323,""y"":500,""t"":0},{""x"":1291,""y"":468,""t"":58},{""x"":1281,""y"":506,""t"":107},{""x"":1304,""y"":524,""t"":181},{""x"":1236,""y"":513,""t"":229},{""x"":1213,""y"":502,""t"":278},{""x"":1192,""y"":460,""t"":350},{""x"":1010,""y"":502,""t"":398},{""x"":926,""y"":489,""t"":448},{""x"":878,""y"":449,""t"":518},{""x"":895,""y"":438,""t"":566},{""x"":934,""y"":456,""t"":616},{""x"":958,""y"":459,""t"":687},{""x"":969,""y"":547,""t"":736},{""x"":961,""y"":544,""t"":782},{""x"":968,""y"":493,""t"":854},{""x"":957,""y"":496,""t"":924},{""x"":996,""y"":459,""t"":976},{""x"":992,""y"":452,""t"":1005},{""x"":1017,""y"":502,""t"":1057},{""x"":1039,""y"":538,""t"":1128},{""x"":989,""y"":532,""t"":1198},{""x"":944,""y"":515,""t"":1269},{""x"":936,""y"":460,""t"":1320},{""x"":923,""y"":473,""t"":1350},{""x"":925,""y"":490,""t"":1385},{""x"":950,""y"":520,""t"":1431},{""x"":1071,""y"":496,""t"":1503},{""x"":1037,""y"":487,""t"":1578},{""x"":977,""y"":460,""t"":1625},{""x"":966,""y"":510,""t"":1675},{""x"":934,""y"":558,""t"":1723},{""x"":965,""y"":584,""t"":1773},{""x"":984,""y"":571,""t"":1848},{""x"":981,""y"":530,""t"":1898},{""x"":982,""y"":527,""t"":1924},{""x"":990,""y"":488,""t"":1974}]","{}","2","11","101","fixation-stimulus","0","0",""
"null","null","psychophysics","146","260209","0.0-5.0-2.1-1.90-0.90","","","","","","","","","","","","","","key","null","24.781864864864964","960","536","tracked-stimulus","","","","","","[{""x"":1033,""y"":476,""t"":0},{""x"":1013,""y"":524,""t"":55},{""x"":976,""y"":565,""t"":104},{""x"":929,""y"":511,""t"":175},{""x"":1010,""y"":525,""t"":247},{""x"":1122,""y"":518,""t"":317},{""x"":1219,""y"":486,""t"":347},{""x"":1327,""y"":433,""t"":396},{""x"":1407,""y"":406,""t"":442},{""x"":1457,""y"":280,""t"":515},{""x"":1440,""y"":213,""t"":564},{""x"":1424,""y"":220,""t"":614},{""x"":1413,""y"":269,""t"":684},{""x"":1377,""y"":235,""t"":753},{""x"":1356,""y"":257,""t"":829},{""x"":1333,""y"":276,""t"":878},{""x"":1344,""y"":236,""t"":929}]","{}","2","11","102","validation-stimulus","399","-399",""
"null","null","psychophysics","147","261149","0.0-5.0-2.1-1.91-0.91","","","","","","","","","","","","","","key","null","24.78183783783744","960","536","tracked-stimulus","","","","","","[{""x"":1341,""y"":223,""t"":0},{""x"":1316,""y"":225,""t"":77},{""x"":1354,""y"":199,""t"":124},{""x"":1194,""y"":336,""t"":177},{""x"":911,""y"":643,""t"":247},{""x"":839,""y"":689,""t"":298},{""x"":685,""y"":727,""t"":348},{""x"":569,""y"":480,""t"":395},{""x"":599,""y"":399,""t"":444},{""x"":533,""y"":349,""t"":514},{""x"":641,""y"":318,""t"":586},{""x"":628,""y"":360,""t"":637},{""x"":592,""y"":398,""t"":686},{""x"":616,""y"":352,""t"":757},{""x"":693,""y"":312,""t"":805},{""x"":697,""y"":327,""t"":856},{""x"":769,""y"":281,""t"":932}]","{}","2","11","103","validation-stimulus","-399","-399",""
"null","null","psychophysics","148","262090","0.0-5.0-2.1-1.92-0.92","","","","","","","","","","","","","","key","null","24.78162162162197","960","536","tracked-stimulus","","","","","","[{""x"":801,""y"":267,""t"":0},{""x"":658,""y"":360,""t"":74},{""x"":604,""y"":251,""t"":145},{""x"":621,""y"":367,""t"":195},{""x"":732,""y"":571,""t"":246},{""x"":774,""y"":670,""t"":295},{""x"":693,""y"":678,""t"":345},{""x"":516,""y"":639,""t"":417},{""x"":492,""y"":650,""t"":466},{""x"":481,""y"":635,""t"":515},{""x"":500,""y"":570,""t"":585},{""x"":520,""y"":623,""t"":658},{""x"":559,""y"":628,""t"":708},{""x"":549,""y"":647,""t"":735},{""x"":551,""y"":656,""t"":785},{""x"":594,""y"":656,""t"":860},{""x"":598,""y"":609,""t"":911}]","{}","2","11","104","validation-stimulus","-399","0",""
"null","null","psychophysics","149","263031","0.0-5.0-2.1-1.93-0.93","","","","","","","","","","","","","","key","null","24.781756756756444","960","536","tracked-stimulus","","","","","","[{""x"":646,""y"":638,""t"":0},{""x"":654,""y"":631,""t"":60},{""x"":602,""y"":585,""t"":112},{""x"":598,""y"":605,""t"":162},{""x"":607,""y"":606,""t"":212},{""x"":733,""y"":753,""t"":259},{""x"":824,""y"":826,""t"":309},{""x"":874,""y"":808,""t"":379},{""x"":957,""y"":679,""t"":453},{""x"":968,""y"":680,""t"":502},{""x"":926,""y"":710,""t"":550},{""x"":841,""y"":732,""t"":619},{""x"":846,""y"":744,""t"":671},{""x"":898,""y"":686,""t"":719},{""x"":909,""y"":658,""t"":789},{""x"":865,""y"":663,""t"":860},{""x"":822,""y"":661,""t"":914}]","{}","2","11","105","validation-stimulus","0","0",""
"null","null","psychophysics","150","263969","0.0-5.0-2.1-1.94-0.94","","","","","","","","","","","","","","key","null","24.12997368421087","960","536","tracked-stimulus","","","","","","[{""x"":825,""y"":675,""t"":0},{""x"":893,""y"":665,""t"":59},{""x"":860,""y"":658,""t"":107},{""x"":879,""y"":641,""t"":163},{""x"":877,""y"":668,""t"":212},{""x"":865,""y"":734,""t"":261},{""x"":871,""y"":761,""t"":310},{""x"":816,""y"":847,""t"":383},{""x"":814,""y"":872,""t"":432},{""x"":826,""y"":922,""t"":482},{""x"":796,""y"":871,""t"":553},{""x"":843,""y"":838,""t"":598},{""x"":844,""y"":860,""t"":649},{""x"":930,""y"":876,""t"":717},{""x"":905,""y"":888,""t"":790},{""x"":886,""y"":849,""t"":839},{""x"":900,""y"":861,""t"":886}]","{}","2","11","106","validation-stimulus","0","399",""
"null","null","psychophysics","151","264911","0.0-5.0-2.1-1.95-0.95","","","","","","","","","","","","","","key","null","24.130157894736744","960","536","tracked-stimulus","","","","","","[{""x"":841,""y"":947,""t"":0},{""x"":866,""y"":892,""t"":53},{""x"":847,""y"":957,""t"":89},{""x"":775,""y"":933,""t"":140},{""x"":818,""y"":799,""t"":213},{""x"":884,""y"":744,""t"":262},{""x"":881,""y"":692,""t"":311},{""x"":961,""y"":424,""t"":385},{""x"":939,""y"":350,""t"":433},{""x"":1007,""y"":256,""t"":481},{""x"":985,""y"":299,""t"":553},{""x"":883,""y"":318,""t"":600},{""x"":845,""y"":387,""t"":652},{""x"":791,""y"":407,""t"":720},{""x"":899,""y"":427,""t"":789},{""x"":969,""y"":433,""t"":859},{""x"":978,""y"":420,""t"":912}]","{}","2","11","107","validation-stimulus","0","-399",""
"null","null","psychophysics","152","265848","0.0-5.0-2.1-1.96-0.96","","","","","","","","","","","","","","key","null","24.782054054053702","960","536","tracked-stimulus","","","","","","[{""x"":1027,""y"":412,""t"":0},{""x"":1005,""y"":427,""t"":60},{""x"":1022,""y"":398,""t"":109},{""x"":941,""y"":417,""t"":160},{""x"":895,""y"":658,""t"":211},{""x"":733,""y"":898,""t"":282},{""x"":672,""y"":934,""t"":329},{""x"":612,""y"":926,""t"":378},{""x"":572,""y"":913,""t"":452},{""x"":540,""y"":878,""t"":502},{""x"":517,""y"":841,""t"":550},{""x"":526,""y"":894,""t"":619},{""x"":532,""y"":960,""t"":670},{""x"":509,""y"":1012,""t"":715},{""x"":569,""y"":1012,""t"":788},{""x"":541,""y"":1004,""t"":841},{""x"":616,""y"":997,""t"":888}]","{}","2","11","108","validation-stimulus","-399","399",""
"null","null","psychophysics","153","266793","0.0-5.0-2.1-1.97-0.97","","","","","","","","","","","","","","key","null","25.722085714285328","960","536","tracked-stimulus","","","","","","[{""x"":559,""y"":970,""t"":0},{""x"":529,""y"":947,""t"":55},{""x"":535,""y"":992,""t"":106},{""x"":681,""y"":943,""t"":179},{""x"":698,""y"":824,""t"":229},{""x"":716,""y"":860,""t"":279},{""x"":918,""y"":918,""t"":353},{""x"":1051,""y"":906,""t"":401},{""x"":1095,""y"":832,""t"":441},{""x"":1109,""y"":841,""t"":487},{""x"":1132,""y"":884,""t"":559},{""x"":1137,""y"":884,""t"":610},{""x"":1139,""y"":876,""t"":639},{""x"":1082,""y"":928,""t"":700},{""x"":1038,""y"":1001,""t"":768},{""x"":1004,""y"":940,""t"":818},{""x"":995,""y"":952,""t"":893}]","{}","2","11","109","validation-stimulus","399","399",""
"null","null","psychophysics","154","267734","0.0-5.0-2.1-1.98-0.98","","","","","","","","","","","","","","key","null","26.198257142857514","960","536","tracked-stimulus","","","","","","[{""x"":1022,""y"":940,""t"":0},{""x"":1039,""y"":902,""t"":84},{""x"":1041,""y"":848,""t"":119},{""x"":1020,""y"":877,""t"":168},{""x"":1010,""y"":881,""t"":194},{""x"":975,""y"":933,""t"":244},{""x"":954,""y"":935,""t"":317},{""x"":908,""y"":898,""t"":367},{""x"":897,""y"":698,""t"":417},{""x"":931,""y"":566,""t"":467},{""x"":1065,""y"":565,""t"":499},{""x"":1215,""y"":497,""t"":546},{""x"":1315,""y"":559,""t"":591},{""x"":1362,""y"":552,""t"":649},{""x"":1340,""y"":632,""t"":690},{""x"":1288,""y"":654,""t"":727},{""x"":1258,""y"":673,""t"":788},{""x"":1283,""y"":679,""t"":849},{""x"":1271,""y"":612,""t"":911}]","{}","2","11","110","validation-stimulus","399","0",""
"null","null","psychophysics","155","269781","0.0-5.0-2.1-0.11","","","","","","","","","","","","","","key","null","24.600780487805178","960","536","tracked-stimulus","","","","","","[{""x"":1299,""y"":617,""t"":0},{""x"":1276,""y"":663,""t"":60},{""x"":1312,""y"":681,""t"":108},{""x"":1227,""y"":715,""t"":159},{""x"":1162,""y"":729,""t"":206},{""x"":785,""y"":811,""t"":276},{""x"":685,""y"":688,""t"":350},{""x"":731,""y"":677,""t"":399},{""x"":845,""y"":684,""t"":447},{""x"":933,""y"":654,""t"":521},{""x"":925,""y"":684,""t"":573},{""x"":890,""y"":717,""t"":600},{""x"":860,""y"":751,""t"":648},{""x"":863,""y"":748,""t"":719},{""x"":871,""y"":718,""t"":793},{""x"":897,""y"":718,""t"":844},{""x"":977,""y"":713,""t"":879},{""x"":983,""y"":680,""t"":912},{""x"":978,""y"":643,""t"":962},{""x"":960,""y"":628,""t"":1012},{""x"":976,""y"":624,""t"":1062},{""x"":988,""y"":793,""t"":1135},{""x"":1022,""y"":961,""t"":1187},{""x"":1022,""y"":1014,""t"":1212},{""x"":972,""y"":1055,""t"":1262},{""x"":948,""y"":935,""t"":1339},{""x"":906,""y"":838,""t"":1392},{""x"":929,""y"":783,""t"":1425},{""x"":921,""y"":744,""t"":1453},{""x"":929,""y"":718,""t"":1500},{""x"":863,""y"":784,""t"":1570},{""x"":915,""y"":782,""t"":1642},{""x"":877,""y"":804,""t"":1690},{""x"":798,""y"":800,""t"":1740},{""x"":797,""y"":770,""t"":1788},{""x"":842,""y"":748,""t"":1836},{""x"":939,""y"":755,""t"":1909},{""x"":935,""y"":704,""t"":1965},{""x"":934,""y"":718,""t"":2017}]","{}","2","12","111","fixation-stimulus","0","0",""
