onset	duration	trial_index	trial-tag	center_x	center_y	start-x	start-y
0.0	175.309	0					
41.508		1					
44.486		2					
44.487		3					
102.547	58.059	4					
121.739	19.187	5					
122.966	0.627	6		960.0	536.0		
124.364	0.828	7		960.0	536.0		
125.617	0.7	8		960.0	536.0		
126.921	0.735	9		960.0	536.0		
128.177	0.703	10		960.0	536.0		
129.43	0.694	11		960.0	536.0		
131.365	1.377	12		960.0	536.0		
132.953	1.03	13		960.0	536.0		
134.435	0.929	14		960.0	536.0		
135.853	0.847	15		960.0	536.0		
137.169	0.747	16		960.0	536.0		
139.097	1.37	17		960.0	536.0		
141.451	1.793	18		960.0	536.0		
143.304	1.296	19		960.0	536.0		
144.955	1.099	20		960.0	536.0		
146.675	1.152	21		960.0	536.0		
148.848	1.621	22		960.0	536.0		
150.477	1.068	23		960.0	536.0		
153.024	2.492	24					
155.087		25	fixation-stimulus	960.0	536.0	0.0	0.0
156.004		26	validation-stimulus	960.0	536.0	409.0	-405.0
156.922		27	validation-stimulus	960.0	536.0	409.0	405.0
157.836		28	validation-stimulus	960.0	536.0	-409.0	0.0
158.753		29	validation-stimulus	960.0	536.0	0.0	0.0
159.69		30	validation-stimulus	960.0	536.0	0.0	405.0
160.621		31	validation-stimulus	960.0	536.0	0.0	-405.0
161.535		32	validation-stimulus	960.0	536.0	-409.0	405.0
162.474		33	validation-stimulus	960.0	536.0	-409.0	-405.0
163.385		34	validation-stimulus	960.0	536.0	409.0	0.0
165.415		35	fixation-stimulus	960.0	536.0	0.0	0.0
166.369		36	validation-stimulus	960.0	536.0	409.0	405.0
167.297		37	validation-stimulus	960.0	536.0	0.0	405.0
168.228		38	validation-stimulus	960.0	536.0	0.0	0.0
169.142		39	validation-stimulus	960.0	536.0	-409.0	-405.0
170.062		40	validation-stimulus	960.0	536.0	-409.0	0.0
170.991		41	validation-stimulus	960.0	536.0	-409.0	405.0
171.907		42	validation-stimulus	960.0	536.0	0.0	-405.0
172.824		43	validation-stimulus	960.0	536.0	409.0	0.0
173.76		44	validation-stimulus	960.0	536.0	409.0	-405.0
175.81		45	fixation-stimulus	960.0	536.0	0.0	0.0
176.727		46	validation-stimulus	960.0	536.0	-409.0	405.0
177.655		47	validation-stimulus	960.0	536.0	409.0	0.0
178.572		48	validation-stimulus	960.0	536.0	409.0	-405.0
179.495		49	validation-stimulus	960.0	536.0	0.0	405.0
180.408		50	validation-stimulus	960.0	536.0	409.0	405.0
181.349		51	validation-stimulus	960.0	536.0	0.0	0.0
182.257		52	validation-stimulus	960.0	536.0	0.0	-405.0
183.182		53	validation-stimulus	960.0	536.0	-409.0	0.0
184.118		54	validation-stimulus	960.0	536.0	-409.0	-405.0
186.158		55	fixation-stimulus	960.0	536.0	0.0	0.0
187.097		56	validation-stimulus	960.0	536.0	409.0	0.0
188.026		57	validation-stimulus	960.0	536.0	0.0	0.0
188.954		58	validation-stimulus	960.0	536.0	-409.0	405.0
189.891		59	validation-stimulus	960.0	536.0	409.0	405.0
190.841		60	validation-stimulus	960.0	536.0	0.0	-405.0
191.771		61	validation-stimulus	960.0	536.0	-409.0	-405.0
192.692		62	validation-stimulus	960.0	536.0	-409.0	0.0
193.615		63	validation-stimulus	960.0	536.0	409.0	-405.0
194.53		64	validation-stimulus	960.0	536.0	0.0	405.0
196.583		65	fixation-stimulus	960.0	536.0	0.0	0.0
197.522		66	validation-stimulus	960.0	536.0	-409.0	-405.0
198.445		67	validation-stimulus	960.0	536.0	409.0	405.0
199.362		68	validation-stimulus	960.0	536.0	-409.0	405.0
200.284		69	validation-stimulus	960.0	536.0	409.0	-405.0
201.202		70	validation-stimulus	960.0	536.0	0.0	-405.0
202.139		71	validation-stimulus	960.0	536.0	0.0	405.0
203.07		72	validation-stimulus	960.0	536.0	0.0	0.0
203.983		73	validation-stimulus	960.0	536.0	409.0	0.0
204.926		74	validation-stimulus	960.0	536.0	-409.0	0.0
206.966		75	fixation-stimulus	960.0	536.0	0.0	0.0
207.913		76	validation-stimulus	960.0	536.0	-409.0	405.0
208.843		77	validation-stimulus	960.0	536.0	0.0	0.0
209.765		78	validation-stimulus	960.0	536.0	409.0	405.0
210.695		79	validation-stimulus	960.0	536.0	409.0	-405.0
211.614		80	validation-stimulus	960.0	536.0	-409.0	0.0
212.532		81	validation-stimulus	960.0	536.0	-409.0	-405.0
213.485		82	validation-stimulus	960.0	536.0	0.0	405.0
214.419		83	validation-stimulus	960.0	536.0	0.0	-405.0
215.334		84	validation-stimulus	960.0	536.0	409.0	0.0
217.402		85	fixation-stimulus	960.0	536.0	0.0	0.0
218.343		86	validation-stimulus	960.0	536.0	409.0	405.0
219.252		87	validation-stimulus	960.0	536.0	0.0	-405.0
220.171		88	validation-stimulus	960.0	536.0	0.0	0.0
221.086		89	validation-stimulus	960.0	536.0	-409.0	405.0
222.027		90	validation-stimulus	960.0	536.0	-409.0	0.0
222.941		91	validation-stimulus	960.0	536.0	409.0	-405.0
223.879		92	validation-stimulus	960.0	536.0	409.0	0.0
224.815		93	validation-stimulus	960.0	536.0	0.0	405.0
225.756		94	validation-stimulus	960.0	536.0	-409.0	-405.0
227.803		95	fixation-stimulus	960.0	536.0	0.0	0.0
228.736		96	validation-stimulus	960.0	536.0	409.0	405.0
229.655		97	validation-stimulus	960.0	536.0	0.0	-405.0
230.608		98	validation-stimulus	960.0	536.0	409.0	-405.0
231.524		99	validation-stimulus	960.0	536.0	409.0	0.0
232.44		100	validation-stimulus	960.0	536.0	0.0	405.0
233.359		101	validation-stimulus	960.0	536.0	-409.0	0.0
234.289		102	validation-stimulus	960.0	536.0	-409.0	-405.0
235.205		103	validation-stimulus	960.0	536.0	0.0	0.0
