onset	duration	trial_index	typeOfSaccade	cueShownAtLeft	intraEnd	isTutorial	isSaccadeExperiment
0.0	1.487	0					
8.791	8.787	1					
9.598	0.803	2					
188.233	178.632	3					
193.081	4.844	4					
193.189		5					
193.191		6					
233.238		7					
243.359		8					
275.895	32.534	9					
314.23	38.331	10					
345.004	30.768	11					
361.766	16.758	12					
385.718	23.948	13					
412.561	26.84	14					
414.564		15					
419.306	4.741	16					
420.959	1.051	17					
422.003	0.479	18					
423.172	0.597	19					
424.519	0.795	20					
425.573	0.497	21					
426.425	0.298	22					
427.339	0.333	23					
428.256	0.364	24					
429.087	0.26	25					
429.927	0.283	26					
430.757	0.277	27					
434.805	3.992	28					
442.823	7.23	29					
443.996	0.395	30					
445.085	0.306	31					
446.175	0.309	32					
447.246	0.288	33					
448.375	0.352	34					
450.382		35					
451.273	0.889	36					
452.159	0.288	37					
453.037	0.304	38					
453.862	0.26	39					
454.732	0.3	40					
455.664	0.365	41					
456.529	0.297	42					
457.412	0.326	43					
458.28	0.31	44					
459.162	0.323	45					
460.021	0.303	46					
460.95	0.363	47					
462.338	1.342	48					
463.489	0.348	49					
464.451	0.194	50					
465.486	0.255	51					
466.541	0.293	52					
467.657	0.32	53					
468.871	0.43	54					
471.902		55					
474.831		56	prosaccade	True	2092.0	True	True
477.86		57	prosaccade	False	2180.0	True	True
480.998		58	prosaccade	True	2324.0	True	True
483.961		59	prosaccade	True	2126.0	True	True
487.135		60	prosaccade	True	2350.0	True	True
490.537		61	prosaccade	True	2576.0	True	True
493.553		62	prosaccade	False	2170.0	True	True
496.538		63	prosaccade	True	2158.0	True	True
499.388		64	prosaccade	True	2034.0	True	True
502.474		65	prosaccade	False	2249.0	True	True
505.479		66					
508.72		67	antisaccade	False	2416.0	True	True
512.146		68	antisaccade	True	2581.0	True	True
515.087		69	antisaccade	True	2123.0	True	True
518.061		70	antisaccade	False	2139.0	True	True
521.324		71	antisaccade	False	2436.0	True	True
524.396		72	antisaccade	False	2239.0	True	True
527.281		73	antisaccade	False	2052.0	True	True
530.511		74	antisaccade	True	2394.0	True	True
533.385		75	antisaccade	False	2043.0	True	True
536.453		76	antisaccade	True	2226.0	True	True
544.648	8.187	77					
546.161	1.506	78					
547.864	1.698	79					
548.816	0.945	80					
550.478	1.651	81					
551.591	1.107	82					
552.655	1.059	83					
554.664		84					
555.858	1.188	85					
556.862	0.4	86					
557.761	0.33	87					
558.642	0.322	88					
559.494	0.294	89					
560.349	0.294	90					
561.203	0.273	91					
562.06	0.293	92					
562.896	0.264	93					
564.331	0.859	94					
565.21	0.323	95					
566.043	0.261	96					
566.991	0.897	97					
568.075	0.295	98					
569.184	0.328	99					
570.242	0.282	100					
571.315	0.287	101					
572.423	0.313	102					
573.529	0.308	103					
576.548		104					
579.459		105	prosaccade	True	2092.0	True	True
582.485		106	prosaccade	False	2180.0	True	True
585.659		107	prosaccade	True	2324.0	True	True
588.612		108	prosaccade	True	2126.0	True	True
591.802		109	prosaccade	True	2350.0	True	True
595.212		110	prosaccade	True	2576.0	True	True
598.216		111	prosaccade	False	2170.0	True	True
601.222		112	prosaccade	True	2158.0	True	True
604.082		113	prosaccade	True	2034.0	True	True
607.185		114	prosaccade	False	2249.0	True	True
610.208		115					
613.464		116	antisaccade	False	2416.0	True	True
616.888		117	antisaccade	True	2581.0	True	True
619.856		118	antisaccade	True	2123.0	True	True
622.846		119	antisaccade	False	2139.0	True	True
626.122		120	antisaccade	False	2436.0	True	True
629.212		121	antisaccade	False	2239.0	True	True
632.109		122	antisaccade	False	2052.0	True	True
635.336		123	antisaccade	True	2394.0	True	True
638.211		124	antisaccade	False	2043.0	True	True
641.274		125	antisaccade	True	2226.0	True	True
642.927	1.643	126					
646.338	3.402	127					
648.364		128					
649.353	0.98	129					
650.321	0.364	130					
651.175	0.273	131					
652.068	0.327	132					
652.938	0.297	133					
653.82	0.298	134					
654.669	0.268	135					
